,R,W_a_a,Subject,Electrode,Sample rate,Samples,Total Electrodes,Sessions,Number thresholded,W_a_all,W_a_w,W_w_a,W_w_all,W_w_w,Thresholded Electrodes,Total Time (hrs),Average Session Length (hrs),Proportion Thresholded,Experiment
2447,[-59.36  -6.7  -27.83],0.3387798214350624,18,24,250.0,399930,116,1.0,83,0.2876148410404836,0.12476837115481285,0.20879354651772444,0.21998336792981046,0.1904380654605406,33,0.444,0.444,0.716,RAM_FR1
2448,[-20.98 -86.58   7.68],0.07546072189130147,18,30,250.0,399930,116,1.0,83,0.4118322836392747,0.15910066528410932,-0.26335283055952025,-0.0753725929980096,-0.013176004315379956,33,0.444,0.444,0.716,RAM_FR1
2449,[-21.96   7.83   7.3 ],-0.024201814658507445,19,0,250.0,2889820,126,4.0,11,0.3088487303273017,0.3259657831915293,0.16055818635135968,0.06318321884742803,0.14603590403996825,115,3.211,0.803,0.087,RAM_FR1
2450,[-57.36   8.62   6.79],0.23529350855566414,19,1,250.0,2889820,126,4.0,11,0.3942463126944527,0.2710629582296743,0.09125760009351128,0.07632496426072559,0.07486109293943732,115,3.211,0.803,0.087,RAM_FR1
2451,[-34.13   8.25   7.5 ],0.5148507858685254,19,3,250.0,2889820,126,4.0,11,0.8585099854139755,0.9285935110996772,0.056450310643235274,0.1932340987578507,0.18256656923054165,115,3.211,0.803,0.087,RAM_FR1
2452,[-50.14   7.9    6.66],0.07391752347616977,19,7,250.0,2889820,126,4.0,11,0.24820693246183345,0.2689067671132009,-0.029337398478285037,-0.04966110051103345,0.027219568946556458,115,3.211,0.803,0.087,RAM_FR1
2453,[-57.11 -18.84  -6.07],0.0392144980810187,19,32,250.0,2889820,126,4.0,11,0.06034507647840085,0.02943980879000905,0.04811351936918889,0.028811845690759542,0.04587278205050427,115,3.211,0.803,0.087,RAM_FR1
2454,[-56.1 -34.7   4. ],0.6633919269873134,19,26,250.0,2889820,126,4.0,11,0.6129115016701978,0.583321725021439,0.10371611092420564,0.005649387608353451,0.11111235373136744,115,3.211,0.803,0.087,RAM_FR1
2455,[-41.94 -31.59   1.64],0.259485746664154,19,23,250.0,2889820,126,4.0,11,0.33506273867044056,-0.025389589426181514,-0.02435514979334415,-0.02820721626484306,0.051067619937448655,115,3.211,0.803,0.087,RAM_FR1
2456,[-52.32 -33.33   2.88],0.33647570466267673,19,25,250.0,2889820,126,4.0,11,0.428415673386604,0.28478897000385683,0.08229505980160265,0.007931074375554075,0.13034064047538546,115,3.211,0.803,0.087,RAM_FR1
2457,[-46.82 -33.02   2.78],0.29272235841008576,19,24,250.0,2889820,126,4.0,11,0.3374174185225723,0.1733615668593531,0.028996680859712996,-0.016630124277591078,0.14555953381070458,115,3.211,0.803,0.087,RAM_FR1
2458,[-62.05 -19.13  -4.8 ],0.5632696092636714,19,33,250.0,2889820,126,4.0,11,0.5683002949260215,0.7757800015587741,0.2615257744728959,0.20607596481743945,-0.03978319664972348,115,3.211,0.803,0.087,RAM_FR1
2459,[-36.66 -19.87 -10.03],0.3711683432681456,19,28,250.0,2889820,126,4.0,11,-0.017696374926712284,0.1963070238152736,0.15065898394570618,0.09902072176847976,-0.013780163027756469,115,3.211,0.803,0.087,RAM_FR1
2460,[-61.04 -34.99   5.16],0.6142331626105746,19,27,250.0,2889820,126,4.0,11,0.7520092320310698,0.07122752575840335,0.12213906896320052,0.0988751738827363,0.1122707635527864,115,3.211,0.803,0.087,RAM_FR1
2461,[-42.15 -20.2   -8.74],0.4183544365974512,19,29,250.0,2889820,126,4.0,11,0.4777995416838207,0.5788223692803329,0.09678104589349523,0.06805494998380282,0.027763595230705318,115,3.211,0.803,0.087,RAM_FR1
2462,[-38.78  20.48   0.15],0.11618122619676115,19,40,250.0,2889820,126,4.0,11,0.2289701769583677,0.4382966289153107,-0.01843925655899796,-0.02238947148946633,0.15791558913653414,115,3.211,0.803,0.087,RAM_FR1
2463,[-71.45 -18.56  -3.43],0.8251941104692417,19,35,250.0,2889820,126,4.0,11,0.7852449939663917,0.6996320384751916,0.2602148316377295,0.1874147480752437,-0.022864161297779875,115,3.211,0.803,0.087,RAM_FR1
2464,[-65.97 -18.24  -4.73],0.5566294915557364,19,34,250.0,2889820,126,4.0,11,0.8177164205421348,0.7918243230492585,0.27197344216065145,0.20093243187033674,-0.0352593471407585,115,3.211,0.803,0.087,RAM_FR1
2465,[-66.72  -3.14   2.44],0.4745880747081828,19,10,250.0,2889820,126,4.0,11,0.1111244164045522,-0.013543002640570524,0.0632371670083275,-0.04497893373689157,0.09913330645142568,115,3.211,0.803,0.087,RAM_FR1
2466,[-37.   -31.29   0.48],0.4933424658100339,19,22,250.0,2889820,126,4.0,11,0.4887133861890698,0.38437106245931707,-0.004331791461327254,-0.01963703329282061,0.08095275977512183,115,3.211,0.803,0.087,RAM_FR1
2467,[-37.39  -3.72   3.04],0.4812210055809537,19,13,250.0,2889820,126,4.0,11,0.22296206255196646,0.9268622619160672,0.07139369003397421,0.022287055608811,0.13285119548980684,115,3.211,0.803,0.087,RAM_FR1
2468,[-32.43  -3.43   2.96],0.18184749478298115,19,12,250.0,2889820,126,4.0,11,0.4669023258770455,0.4489930399245112,0.15138269503287605,0.08472142250348738,0.15294210304059794,115,3.211,0.803,0.087,RAM_FR1
2469,[-54.61   8.77   6.75],0.22486129521020687,19,8,250.0,2889820,126,4.0,11,0.17110580782033133,0.457988836490473,0.09251920456065116,0.06153800487824061,0.15721023077078633,115,3.211,0.803,0.087,RAM_FR1
2470,[-50.4   27.9   71.08],0.5830311956202546,19,64,250.0,2889820,126,4.0,11,0.7392840453625916,0.5209746353638042,0.2481303869519549,0.17162826776878498,0.07911969210149318,115,3.211,0.803,0.087,RAM_FR1
2471,[-44.01 -74.51  41.32],0.5434608177955554,19,62,250.0,2889820,126,4.0,11,0.9624550324349632,0.9445704323913044,0.28015563469456284,0.18409955769442932,-0.05271466666254202,115,3.211,0.803,0.087,RAM_FR1
2472,[-38.07  -7.9   18.21],0.3194895160144177,19,73,250.0,2889820,126,4.0,11,0.636589171785461,0.5219348640086942,-0.07268267179765232,-0.04983329476152562,0.06275357951714461,115,3.211,0.803,0.087,RAM_FR1
2473,[-8.4  34.45 57.45],0.7888603185169866,19,63,250.0,2889820,126,4.0,11,0.9491285160889326,0.8120118935830601,0.2571034105336553,0.17811268372220246,-0.043800845514783214,115,3.211,0.803,0.087,RAM_FR1
2474,[-63.48  -8.21  16.45],0.3496431025323081,19,72,250.0,2889820,126,4.0,11,0.6008368542100173,0.8254520686532143,0.099944559867744,0.01737420755313793,0.2458636943182015,115,3.211,0.803,0.087,RAM_FR1
2475,[-41.38  -8.08  17.18],0.5630201241046604,19,74,250.0,2889820,126,4.0,11,0.6633080787490798,0.5729380007685821,-0.009579963287730031,-0.018141181371491125,0.12920348096240306,115,3.211,0.803,0.087,RAM_FR1
2476,[-12.8   34.18  58.61],0.8703625140782314,19,65,250.0,2889820,126,4.0,11,0.97638565063223,0.9417765009380396,0.2562952706476889,0.17944150773751624,-0.049156206043838836,115,3.211,0.803,0.087,RAM_FR1
2477,[-45.08  35.86  47.19],0.5972182824132668,19,45,250.0,2889820,126,4.0,11,0.5952305122159928,0.6361662666730236,0.2606591681801049,0.19420320318992,-0.047959744236802736,115,3.211,0.803,0.087,RAM_FR1
2478,[-2.3  38.48 34.58],0.7390232500287814,19,44,250.0,2889820,126,4.0,11,0.8990035729238561,0.7175890839637898,0.2338897273418105,0.1593447089907285,-0.026462718219656598,115,3.211,0.803,0.087,RAM_FR1
2479,[-26.4   31.64  63.14],0.7332625261832506,19,67,250.0,2889820,126,4.0,11,0.8634731604155128,0.9378928835251544,0.23644898113248455,0.17249040834707394,-0.03415541667650237,115,3.211,0.803,0.087,RAM_FR1
2480,[-31.9   31.31  64.3 ],0.6293180646424141,19,68,250.0,2889820,126,4.0,11,0.8296411839432017,0.7147231357215613,0.2124443711998256,0.15424449914340507,-0.02940656316085308,115,3.211,0.803,0.087,RAM_FR1
2481,[-22.57  31.88  61.99],0.5756549153627067,19,66,250.0,2889820,126,4.0,11,0.6077638258737772,0.8629795160248522,0.2631238847418698,0.1886825149445974,-0.04697809568738129,115,3.211,0.803,0.087,RAM_FR1
2482,[-50.19  -8.59  17.31],0.4209563540598007,19,77,250.0,2889820,126,4.0,11,0.9240827101919064,0.30528180240757635,0.3114463605190429,0.21580337100977065,0.2964023556513826,115,3.211,0.803,0.087,RAM_FR1
2483,[-36.76  29.88  66.55],0.9033118443958936,19,69,250.0,2889820,126,4.0,11,0.8706442431453533,0.8944809587603653,0.26782920591142473,0.1983730515352094,-0.060642409774339386,115,3.211,0.803,0.087,RAM_FR1
2484,[-40.86 -35.24  26.58],0.5777610626780627,19,81,250.0,2889820,126,4.0,11,0.5798290516466014,0.6949426691990911,0.14071595886529994,0.07495197519123108,0.06671479436863684,115,3.211,0.803,0.087,RAM_FR1
2485,[-41.7   29.58  67.71],0.838731469532728,19,70,250.0,2889820,126,4.0,11,0.9311510749136084,0.9151559661295268,0.28543235132248457,0.19382719854453,-0.06440613517053746,115,3.211,0.803,0.087,RAM_FR1
2486,[-46.44 -34.42  25.6 ],0.7785966360880521,19,84,250.0,2889820,126,4.0,11,0.08208495932789922,0.7886775387770351,0.15334859989989788,0.09963315885928732,0.07030841577880634,115,3.211,0.803,0.087,RAM_FR1
2487,[-31.98   7.91  85.74],0.9739747503520122,19,101,250.0,2889820,126,4.0,11,0.97062095280254,0.9428385564619852,0.3109067459615447,0.22037979296808688,-0.06282380120179701,115,3.211,0.803,0.087,RAM_FR1
2488,[-60.18  -8.02  16.39],0.2572511763652483,19,80,250.0,2889820,126,4.0,11,0.6131783660710237,0.7930584347936943,0.031073581479870844,0.13193004142146764,0.2487994362794448,115,3.211,0.803,0.087,RAM_FR1
2489,[-56.26  -8.93  16.32],0.4500863972375933,19,79,250.0,2889820,126,4.0,11,0.01763496897524731,0.5970292620282293,0.5401309299052075,0.24815800073184935,0.21708098672932868,115,3.211,0.803,0.087,RAM_FR1
2490,[-52.49 -34.77  25.69],0.8086753009702826,19,86,250.0,2889820,126,4.0,11,0.7712950415994396,0.731710841268563,0.16232212276467006,0.09380627202311613,0.040570600005050084,115,3.211,0.803,0.087,RAM_FR1
2491,[-43.68 -34.27  26.64],0.7386463435428628,19,83,250.0,2889820,126,4.0,11,0.3801465591457896,0.8348227580783943,0.16368584551891094,0.11499553372310235,0.07975852997441521,115,3.211,0.803,0.087,RAM_FR1
2492,[-50.85 -34.67  25.66],0.7602515388950813,19,85,250.0,2889820,126,4.0,11,0.7100735961373271,0.6120268203323642,0.15983594012759153,0.10303417465189876,0.05511994696985557,115,3.211,0.803,0.087,RAM_FR1
2493,[-32.7    6.94  27.03],0.0283134892040763,19,102,250.0,2889820,126,4.0,11,0.7020479751245214,0.9284906986180989,-0.015861014273909527,0.11879097126352794,0.013478984119310342,115,3.211,0.803,0.087,RAM_FR1
2494,[-55.87 -33.84  25.76],0.6262163874748243,19,87,250.0,2889820,126,4.0,11,0.6391376221341335,0.457868460937841,0.13604238678660413,0.06556806169600841,0.039655404355920416,115,3.211,0.803,0.087,RAM_FR1
2495,[39.51 -6.04  1.77],0.779429569407587,19,109,250.0,2889820,126,4.0,11,0.8972958022031425,0.9588000242265774,0.20259411395135365,0.018236520619443246,0.6658053821491101,115,3.211,0.803,0.087,RAM_FR1
2496,[43.33 -5.25  1.73],0.5812630244473458,19,110,250.0,2889820,126,4.0,11,0.8675963384502435,0.9279987739861424,0.6313113405616745,0.06784412313944217,0.6729998518502108,115,3.211,0.803,0.087,RAM_FR1
2497,[-62.   -33.05  24.78],0.8120197601430262,19,89,250.0,2889820,126,4.0,11,0.8300365531991487,0.691195351541224,0.24391484601455884,0.1729344643289574,-0.02624420124307653,115,3.211,0.803,0.087,RAM_FR1
2498,[ -6.07 -57.34  15.93],0.3954588138534549,19,91,250.0,2889820,126,4.0,11,0.6718532623454473,0.3360059484993801,-0.0278304871183679,0.08102365965772369,0.1852849454982848,115,3.211,0.803,0.087,RAM_FR1
2499,[-58.64 -33.99  24.71],0.5852480077304041,19,88,250.0,2889820,126,4.0,11,0.6365787234587343,0.4517764618294925,0.18602016625073986,0.10743223902621918,0.00995956451593715,115,3.211,0.803,0.087,RAM_FR1
2500,[-31.14   7.68  63.97],0.8771651574869667,19,105,250.0,2889820,126,4.0,11,0.8831213810914796,0.8149633884324665,0.2599005767580604,0.19306228786828292,-0.05560436858684837,115,3.211,0.803,0.087,RAM_FR1
2501,[-32.17   8.09  71.61],0.788651729096985,19,106,250.0,2889820,126,4.0,11,0.8667748554477209,0.8188911379388231,0.2870350322072201,0.2096304577526821,-0.06694872697767967,115,3.211,0.803,0.087,RAM_FR1
2502,[63.4   1.53  2.58],0.6826431066233112,19,114,250.0,2889820,126,4.0,11,0.9228213512492582,0.7826146093868684,0.45445058135791294,0.1083941310729362,0.5712356739216952,115,3.211,0.803,0.087,RAM_FR1
2503,[-12.1  -57.72  18.2 ],0.21574292195130296,19,93,250.0,2889820,126,4.0,11,0.6863950472342186,0.7809285750352526,-0.09121025052275528,-0.05068223014950023,0.22230258714790746,115,3.211,0.803,0.087,RAM_FR1
2504,[48.16 -2.72  1.67],0.7028223172714453,19,111,250.0,2889820,126,4.0,11,0.5741033870192582,0.8553191496439297,0.07401864222850388,-0.011093825011328566,0.3837614089153745,115,3.211,0.803,0.087,RAM_FR1
2505,[58.52  0.11  2.64],0.7961329997778263,19,113,250.0,2889820,126,4.0,11,0.8858789954125595,0.9644461831703836,0.4240176393299242,-0.008586834612618973,0.5378854217869004,115,3.211,0.803,0.087,RAM_FR1
2506,[-47.32 -58.16  26.37],0.19850705710499075,19,98,250.0,2889820,126,4.0,11,0.31052476592651,0.6927653693334994,0.011384420192510007,0.039213291199786914,0.2735614182385361,115,3.211,0.803,0.087,RAM_FR1
2507,[-30.22 -58.8   21.74],0.16112925449240215,19,96,250.0,2889820,126,4.0,11,0.18911578654300532,0.2724586721983993,-0.07026875961257133,-0.05511527437274917,0.07800615462843966,115,3.211,0.803,0.087,RAM_FR1
2508,[-42.32 -58.99  25.19],0.055734249887248566,19,97,250.0,2889820,126,4.0,11,0.18513611717711176,0.4535733841558369,-0.01438758892021969,0.022858898389236645,0.09787502198188093,115,3.211,0.803,0.087,RAM_FR1
2509,[-25.55  -1.87   1.56],-0.009426895166166292,20,1,250.0,982170,128,1.0,6,0.08529479998181168,0.2299772784726008,-0.008173636969159345,-0.02948602947127805,0.021984076328327974,122,1.091,1.091,0.047,RAM_FR1
2510,[-27.56  17.92 -16.  ],0.2150010948054419,20,24,250.0,982170,128,1.0,6,0.4402100868741719,0.4533877297356896,0.02373371081912112,-0.020839602920389017,0.04185435264972818,122,1.091,1.091,0.047,RAM_FR1
2511,[-20.61  -2.96   2.65],0.09486204885854838,20,0,250.0,982170,128,1.0,6,0.1430733374765174,0.16897893238759806,-0.01570878026916186,-0.04765745050776494,0.019281066057698342,122,1.091,1.091,0.047,RAM_FR1
2512,[-35.75  -0.58  -1.06],0.08814334447035381,20,3,250.0,982170,128,1.0,6,0.3419974495954613,0.7099144835455831,0.0922471015535582,0.11934512439223705,0.04238715133525092,122,1.091,1.091,0.047,RAM_FR1
2513,[-31.83 -14.11  -5.02],0.19529392899796966,20,9,250.0,982170,128,1.0,6,0.28010854853914124,0.11194395595486496,0.08241558679053687,0.06625942964632085,0.07162629115495049,122,1.091,1.091,0.047,RAM_FR1
2514,[-36.72 -13.45  -6.33],-0.01583364589240556,20,10,250.0,982170,128,1.0,6,0.29184563956194265,0.7803381267351056,0.2627545809078022,-0.0016433598365984028,0.05861503866079889,122,1.091,1.091,0.047,RAM_FR1
2515,[-40.54  -0.83  -2.6 ],0.08635193691145164,20,4,250.0,982170,128,1.0,6,0.31898535567343106,0.2799349971349649,-0.02752646985467096,-0.041289198844564085,0.034498878092123424,122,1.091,1.091,0.047,RAM_FR1
2516,[-45.42  -0.17  -3.91],0.01677286566172028,20,5,250.0,982170,128,1.0,6,0.3744491906542441,0.33226052792320576,0.01395511682764878,-0.0265586103207452,0.036695463899605534,122,1.091,1.091,0.047,RAM_FR1
2517,[-55.57   3.07  11.76],-0.374350992230198,20,35,250.0,982170,128,1.0,6,0.4717025434740477,0.6594244698510643,-0.03801523506594109,0.18620300549297708,0.07896603059014277,122,1.091,1.091,0.047,RAM_FR1
2518,[-44.75  15.46 -18.19],-0.16435468688749813,20,26,250.0,982170,128,1.0,6,0.29022148498019584,0.449988612926346,-0.009353233472004605,0.0004687425010217222,0.07821814437829386,122,1.091,1.091,0.047,RAM_FR1
2519,[-27.68 -16.15  -4.33],-0.19181060820007376,20,8,250.0,982170,128,1.0,6,0.3016231241117453,0.3512742456020043,-0.1235865238826841,0.0006301325358211429,0.04471993118995826,122,1.091,1.091,0.047,RAM_FR1
2520,[-36.6   19.04 -19.71],0.07123650797504649,20,25,250.0,982170,128,1.0,6,0.30703374961810703,0.4000275781728544,0.07058332484240369,-0.008774755793596673,0.10052433997310001,122,1.091,1.091,0.047,RAM_FR1
2521,[-58.23   3.47  -8.07],0.3094958468127059,20,28,250.0,982170,128,1.0,6,0.19170615810158595,0.04480540572649325,-0.08894281832753785,0.03519174850736655,0.0010028590584717867,122,1.091,1.091,0.047,RAM_FR1
2522,[-56.56  -7.6   21.4 ],0.24682802318801925,20,32,250.0,982170,128,1.0,6,0.6550980582011259,0.4936818617131932,0.04053449031067473,0.07528489400187427,0.0762748286328997,122,1.091,1.091,0.047,RAM_FR1
2523,[-53.98   2.    22.33],-0.1358780130590005,20,31,250.0,982170,128,1.0,6,0.2411737258747967,0.4726929032164591,0.13266959427669153,-0.015769149136996313,0.1394431894964569,122,1.091,1.091,0.047,RAM_FR1
2524,[-47.56  21.65  33.92],-0.01792007286769981,20,29,250.0,982170,128,1.0,6,0.6330247733805108,0.8673025532717868,0.023848218331799242,-0.01251631614451924,0.008275883336463776,122,1.091,1.091,0.047,RAM_FR1
2525,[-52.86  10.52 -14.51],-0.1945985578816032,20,27,250.0,982170,128,1.0,6,0.2853981800692387,0.26053637920817224,-0.05429198978893515,0.035504456821661944,0.0827258759718765,122,1.091,1.091,0.047,RAM_FR1
2526,[-41.7  -11.91  -7.41],-0.03622095224836877,20,11,250.0,982170,128,1.0,6,0.6607701490207933,0.6763812605483448,-0.0723929519700279,0.04668390977738015,0.0935424716134026,122,1.091,1.091,0.047,RAM_FR1
2527,[-51.59  11.8   22.12],-0.11293672358155657,20,30,250.0,982170,128,1.0,6,-0.03863540575217785,0.6290611322309104,0.18196679138702984,-0.0002173244071377104,0.10220010975700464,122,1.091,1.091,0.047,RAM_FR1
2528,[-50.21  -0.41  -5.46],0.0487055146400963,20,6,250.0,982170,128,1.0,6,0.15423107842166828,0.5220452964925628,-0.13893348812655018,-0.06136890819995376,0.06656243855302943,122,1.091,1.091,0.047,RAM_FR1
2529,[-30.42  -1.21   0.36],-0.1400034084532258,20,2,250.0,982170,128,1.0,6,0.24087191749403064,0.3882767087560361,-0.10668634306377353,0.1553682172358989,0.017361812211236182,122,1.091,1.091,0.047,RAM_FR1
2530,[-57.27  -6.47  11.09],-0.2501550893644893,20,37,250.0,982170,128,1.0,6,0.5111395512322707,0.6667730530872257,-0.003700104021606036,0.005193982568292979,0.06934480482773159,122,1.091,1.091,0.047,RAM_FR1
2531,[-55.1    0.24  -6.77],0.14720255980932365,20,7,250.0,982170,128,1.0,6,0.2823161853097764,0.6032190902641911,-0.32768465712278955,0.07133396871613891,0.1183328894168122,122,1.091,1.091,0.047,RAM_FR1
2532,[-50.38  11.81  34.01],0.06625672973927021,20,36,250.0,982170,128,1.0,6,0.4351010435407123,0.9225970830578012,0.14241280544373772,-0.010177195991369471,0.05538767562839865,122,1.091,1.091,0.047,RAM_FR1
2533,[-46.24  21.13  12.2 ],0.30954708399998804,20,33,250.0,982170,128,1.0,6,0.19051789575793207,0.5436832506273558,0.03101930021432952,-0.02490686198623515,0.10250630927221664,122,1.091,1.091,0.047,RAM_FR1
2534,[-51.87  12.95  11.94],-0.1558883973518322,20,34,250.0,982170,128,1.0,6,0.3607350027555403,0.4211810173782651,0.11535137744725404,-0.0066295357929905974,0.16702931066982432,122,1.091,1.091,0.047,RAM_FR1
2535,[-53.36  13.15   1.17],-0.1883713910757429,20,42,250.0,982170,128,1.0,6,0.20304113995727394,0.3468615525773843,0.13066629284968184,-0.004366117495449307,0.02908998810945828,122,1.091,1.091,0.047,RAM_FR1
2536,[-59.45 -38.12   9.08],-0.17010561358185636,20,40,250.0,982170,128,1.0,6,0.12156625923320055,0.4431655269600119,0.041024307831393575,0.1000180259290819,0.02786419840959713,122,1.091,1.091,0.047,RAM_FR1
2537,[-46.67  22.05   0.85],-0.2644846393453724,20,41,250.0,982170,128,1.0,6,0.33767205064352096,0.42304138780072703,0.01199716953088739,-0.03334860970734253,0.13814852304033035,122,1.091,1.091,0.047,RAM_FR1
2538,[-59.15 -27.74   9.59],0.2685526925921462,20,39,250.0,982170,128,1.0,6,0.2542448077704587,0.4207987845914594,0.01983915996690753,-0.01722588803897708,0.07299479896569364,122,1.091,1.091,0.047,RAM_FR1
2539,[-58.4  -17.34  10.22],0.3460573751220776,20,38,250.0,982170,128,1.0,6,0.2493102191218086,0.4590646021795048,0.0088631934361803,-0.006054623339704599,0.03399436502123817,122,1.091,1.091,0.047,RAM_FR1
2540,[-14.07  56.24  43.18],-0.17029811270483453,20,16,250.0,982170,128,1.0,6,0.8712606489927337,0.9792673655348972,0.41807815034901297,0.0038579528748919406,0.19000917909595,122,1.091,1.091,0.047,RAM_FR1
2541,[-46.46  20.09  46.53],0.4844970227396823,20,21,250.0,982170,128,1.0,6,0.8704409141287058,0.8989328790537678,0.2357673195159181,-0.015505261913477425,0.08969998112638806,122,1.091,1.091,0.047,RAM_FR1
2542,[-51.42  -9.47  -8.44],-0.14897743129531724,20,13,250.0,982170,128,1.0,6,0.15479044643255008,0.2410424639377684,0.02160880457395287,0.11767671938500884,0.10676405759497032,122,1.091,1.091,0.047,RAM_FR1
2543,[-30.05  45.03  47.3 ],-0.08665595443303631,20,18,250.0,982170,128,1.0,6,0.5966188576183262,0.2816769243876309,0.5761154887486315,-0.013653353922073395,0.11304722230021105,122,1.091,1.091,0.047,RAM_FR1
2544,[-59.6   -6.73 -10.16],-0.18782147271725666,20,15,250.0,982170,128,1.0,6,0.12204395988488795,0.593511655910313,-0.2097375655325109,-0.07056451868161114,0.007113622645974294,122,1.091,1.091,0.047,RAM_FR1
2545,[-56.91   4.4    0.21],-0.2789791234438091,20,43,250.0,982170,128,1.0,6,0.2610292452737735,0.5240889426040612,0.11383776085722085,0.015691336208316444,-0.025677399364286497,122,1.091,1.091,0.047,RAM_FR1
2546,[-48.95   9.59  45.39],0.022669375763406475,20,22,250.0,982170,128,1.0,6,0.4613199701687601,0.903422791959708,0.037473212779358944,-0.0417588198851238,0.028307763168391002,122,1.091,1.091,0.047,RAM_FR1
2547,[-22.37  51.52  45.38],-0.19440365594968606,20,17,250.0,982170,128,1.0,6,0.6291706431465222,0.950029865456448,0.5882366814791165,-0.003786154690928194,0.18547862877535276,122,1.091,1.091,0.047,RAM_FR1
2548,[-57.61  -6.45  -0.61],0.27297473418560503,20,44,250.0,982170,128,1.0,6,0.15152144782580346,0.5224665006086077,0.069037004743703,-0.024661746642349613,-0.021539597930838667,122,1.091,1.091,0.047,RAM_FR1
2549,[-55.21  -8.92  32.97],0.23827855829410674,20,50,250.0,982170,128,1.0,6,0.5535920683929098,0.7940069352322897,-0.02238564276753908,-0.02336943784149044,0.011074219877865912,122,1.091,1.091,0.047,RAM_FR1
2550,[-61.   -37.47  -1.59],-0.2077503370355633,20,48,250.0,982170,128,1.0,6,0.27809730003738203,0.4325130517244867,-0.045672079500237314,0.006021763369803138,0.020376482411993926,122,1.091,1.091,0.047,RAM_FR1
2551,[-61.3  -47.86  -2.09],0.3020001186782076,20,49,250.0,982170,128,1.0,6,0.3990454891179453,0.5289432672499754,0.0352053239218466,-0.017860159599816645,-0.014555506560204115,122,1.091,1.091,0.047,RAM_FR1
2552,[-57.91 -16.82  -1.16],-0.09801914491230808,20,45,250.0,982170,128,1.0,6,-0.10441508868895097,0.22481570372898405,0.05942771827523455,-0.007683019568769454,-0.010670401197388137,122,1.091,1.091,0.047,RAM_FR1
2553,[-56.31  -8.83  -9.75],0.2392914950534925,20,14,250.0,982170,128,1.0,6,0.2364272832573047,0.496234667537985,0.04157368558486604,-0.0406056391101934,0.06502241577379134,122,1.091,1.091,0.047,RAM_FR1
2554,[-52.53   2.25  33.2 ],-0.13287625035136671,20,46,250.0,982170,128,1.0,6,0.5178294511219297,0.9629579911351626,0.04991543864845057,0.012282995539686838,-0.03787067572178485,122,1.091,1.091,0.047,RAM_FR1
2555,[-59.18 -26.35  -1.76],0.09440805045409474,20,47,250.0,982170,128,1.0,6,0.2467136874403572,0.3356808692706296,0.009122157114918266,0.03173581755020732,-0.020550255974686668,122,1.091,1.091,0.047,RAM_FR1
2556,[-42.14  29.76  47.99],0.09736265923359927,20,20,250.0,982170,128,1.0,6,0.6139194824492942,0.8855631978827814,0.3103475415696191,-0.027508185401206243,0.07618103647158539,122,1.091,1.091,0.047,RAM_FR1
2557,[-58.47 -61.41 -11.66],0.08116351064815233,20,70,250.0,982170,128,1.0,6,0.5717313447249507,0.5831040570967139,0.016115656536155175,0.04795390584300761,0.01864770642922676,122,1.091,1.091,0.047,RAM_FR1
2558,[-51.27   0.25  43.42],0.1339511847106904,20,23,250.0,982170,128,1.0,6,0.3808138749062111,0.6550857648192617,0.01945026452687023,0.010940583413081113,0.010688349376929748,122,1.091,1.091,0.047,RAM_FR1
2559,[-37.38  37.89  47.99],-0.29766141070964697,20,19,250.0,982170,128,1.0,6,0.2362678253378847,0.5845968346205233,0.6118430497610395,-0.003021105367626316,0.10038675610723126,122,1.091,1.091,0.047,RAM_FR1
2560,[-47.07 -10.83  -8.75],-0.01956625491598245,20,12,250.0,982170,128,1.0,6,0.5038377869443386,0.5186850197908934,-0.11554765596330747,-0.10458071014210626,0.08281198052018378,122,1.091,1.091,0.047,RAM_FR1
2561,[-61.27 -51.65  -9.71],0.08257759867012664,20,71,250.0,982170,128,1.0,6,0.4205514375948737,0.4622237541910732,-0.005480520831772568,0.07995855586309866,0.10941144374409552,122,1.091,1.091,0.047,RAM_FR1
2562,[-47.02  21.72  22.54],0.10772201441586464,20,51,250.0,982170,128,1.0,6,0.3418125738201936,0.37170859124555294,0.13310511777405715,0.01825206249264694,0.2324851043747494,122,1.091,1.091,0.047,RAM_FR1
2563,[-34.67 -26.42  -4.38],0.047849515806839465,20,53,250.0,982170,128,1.0,6,0.3751533555339864,0.3535014681613773,0.1021339267687801,-0.09393398060667747,0.12168059277966732,122,1.091,1.091,0.047,RAM_FR1
2564,[-29.93 -28.21  -2.17],-0.11707200426431315,20,52,250.0,982170,128,1.0,6,0.2844980859189825,0.22072706605633075,0.11828660656754784,0.061937755152267224,0.1924006938685862,122,1.091,1.091,0.047,RAM_FR1
2565,[-61.41 -39.69 -17.68],0.03422475857665767,20,66,250.0,982170,128,1.0,6,0.1592689755071315,0.3952355502495472,-0.04111983279997315,-0.015535346029154929,0.14888486866708472,122,1.091,1.091,0.047,RAM_FR1
2566,[-61.4  -19.44 -11.85],-0.06788410553438459,20,68,250.0,982170,128,1.0,6,0.1697154469199864,0.4076805649853352,0.09202459386680603,0.00523759150624344,0.15071688667557254,122,1.091,1.091,0.047,RAM_FR1
2567,[-62.82 -31.71  -3.17],0.253696222881332,20,62,250.0,982170,128,1.0,6,0.5176946502988159,0.7045811501463621,-0.06914421293775243,-0.0121463771182972,0.08569353473257467,122,1.091,1.091,0.047,RAM_FR1
