,Correlation,Subject,R
0,0.7596154807183518,R1032D_RAM_CatFR1_0,[-30.63  18.14  19.69]
1,0.7596154807183518,R1032D_RAM_CatFR1_0,[-68.4   -7.51  27.9 ]
2,0.7596154807183518,R1032D_RAM_CatFR1_0,[-68.12   2.17  -4.06]
3,0.7596154807183518,R1032D_RAM_CatFR1_0,[-32.97 -35.26   4.42]
4,0.7596154807183518,R1032D_RAM_CatFR1_0,[ 25.29 -47.52  23.97]
5,0.7596154807183518,R1032D_RAM_CatFR1_0,[-10.12  41.55  23.09]
6,0.7596154807183518,R1032D_RAM_CatFR1_0,[ 24.4  -33.75   0.88]
7,0.7596154807183518,R1032D_RAM_CatFR1_0,[-12.77  19.09  75.4 ]
8,0.7596154807183518,R1032D_RAM_CatFR1_0,[23.41  2.41 -6.51]
9,0.7596154807183518,R1032D_RAM_CatFR1_0,[-10.27  33.48  42.27]
10,0.7596154807183518,R1032D_RAM_CatFR1_0,[-39.13 -63.22   6.45]
11,0.7596154807183518,R1032D_RAM_CatFR1_0,[-21.39  18.21  -1.69]
12,0.7596154807183518,R1032D_RAM_CatFR1_0,[44.75 -9.04 72.03]
13,0.7596154807183518,R1032D_RAM_CatFR1_0,[ 65.36 -26.49  18.71]
14,0.7596154807183518,R1032D_RAM_CatFR1_0,[37.34 16.86  9.63]
15,0.7596154807183518,R1032D_RAM_CatFR1_0,[35.47 11.43 10.55]
16,0.7596154807183518,R1032D_RAM_CatFR1_0,[ 23.09 -68.82  10.49]
17,0.7596154807183518,R1032D_RAM_CatFR1_0,[20.12 30.99 32.64]
18,0.7596154807183518,R1032D_RAM_CatFR1_0,[-9.22 43.92 18.07]
19,0.7596154807183518,R1032D_RAM_CatFR1_0,[23.94 15.85 68.07]
20,0.7596154807183518,R1032D_RAM_CatFR1_0,[-52.44  24.4   43.61]
21,0.7596154807183518,R1032D_RAM_CatFR1_0,[-69.62  -7.7   15.87]
22,0.7596154807183518,R1032D_RAM_CatFR1_0,[ 53.59  13.25 -10.96]
23,0.7596154807183518,R1032D_RAM_CatFR1_0,[-71.92 -11.61  24.9 ]
24,0.7596154807183518,R1032D_RAM_CatFR1_0,[-62.46   7.29 -11.31]
25,0.7596154807183518,R1032D_RAM_CatFR1_0,[ 68.3  -25.84  17.29]
26,0.7596154807183518,R1032D_RAM_CatFR1_0,[-12.3   21.46  70.42]
27,0.7596154807183518,R1032D_RAM_CatFR1_0,[21.26 24.9  46.47]
28,0.7596154807183518,R1032D_RAM_CatFR1_0,[-9.69 39.5  28.25]
29,0.7596154807183518,R1032D_RAM_CatFR1_0,[-31.75 -26.54   4.46]
30,0.7596154807183518,R1032D_RAM_CatFR1_0,[ 59.75 -21.77  34.94]
31,0.7596154807183518,R1032D_RAM_CatFR1_0,[ 57.8  -18.41  44.63]
32,0.7596154807183518,R1032D_RAM_CatFR1_0,[-29.47   5.52  23.14]
33,0.7596154807183518,R1032D_RAM_CatFR1_0,[-38.79  51.43  47.05]
34,0.7596154807183518,R1032D_RAM_CatFR1_0,[ 24.61 -24.92  -0.6 ]
35,0.7596154807183518,R1032D_RAM_CatFR1_0,[24.54 13.72 74.86]
36,0.7596154807183518,R1032D_RAM_CatFR1_0,[ 61.97 -19.51  12.63]
37,0.7596154807183518,R1032D_RAM_CatFR1_0,[-11.57  27.97  53.35]
38,0.7596154807183518,R1032D_RAM_CatFR1_0,[19.73 33.4  27.76]
39,0.7596154807183518,R1032D_RAM_CatFR1_0,[-54.86  15.87  40.38]
40,0.7596154807183518,R1032D_RAM_CatFR1_0,[ 48.68  20.58 -15.31]
41,0.7596154807183518,R1032D_RAM_CatFR1_0,[ 50.83 -11.93  64.09]
42,0.7596154807183518,R1032D_RAM_CatFR1_0,[22.56 22.8  51.52]
43,0.7596154807183518,R1032D_RAM_CatFR1_0,[-11.05  26.61  59.06]
44,0.7596154807183518,R1032D_RAM_CatFR1_0,[-55.66  13.37 -15.95]
45,0.7596154807183518,R1032D_RAM_CatFR1_0,[-11.17  31.11  47.29]
46,0.7596154807183518,R1032D_RAM_CatFR1_0,[ 26.14 -41.98  21.51]
47,0.7596154807183518,R1032D_RAM_CatFR1_0,[-35.41 -44.7    5.6 ]
48,0.7596154807183518,R1032D_RAM_CatFR1_0,[ 23.22 -59.21   7.93]
49,0.7596154807183518,R1032D_RAM_CatFR1_0,[ 63.04 -24.82  25.37]
50,0.7596154807183518,R1032D_RAM_CatFR1_0,[-23.88   8.41  -0.71]
51,0.7596154807183518,R1032D_RAM_CatFR1_0,[-10.    37.05  34.85]
52,0.7596154807183518,R1032D_RAM_CatFR1_0,[ 55.02 -14.66  54.71]
53,0.7596154807183518,R1032D_RAM_CatFR1_0,[ 24.   -14.22  -2.44]
54,0.7596154807183518,R1032D_RAM_CatFR1_0,[23.03 19.62 57.47]
55,0.7596154807183518,R1032D_RAM_CatFR1_0,[-13.09  15.16  82.54]
56,0.7596154807183518,R1032D_RAM_CatFR1_0,[-61.62  -2.9   32.75]
57,0.7596154807183518,R1032D_RAM_CatFR1_0,[-29.38 -17.8    2.73]
58,0.7596154807183518,R1032D_RAM_CatFR1_0,[-29.4   11.8   21.34]
59,0.7596154807183518,R1032D_RAM_CatFR1_0,[ 23.83 -78.46  12.97]
60,0.7596154807183518,R1032D_RAM_CatFR1_0,[24.2  -5.4  -4.07]
61,0.7596154807183518,R1032D_RAM_CatFR1_0,[17.36 39.33 10.48]
62,0.7596154807183518,R1032D_RAM_CatFR1_0,[-31.37  24.81  18.26]
63,0.7596154807183518,R1032D_RAM_CatFR1_0,[-57.67   6.22  38.01]
64,0.7596154807183518,R1032D_RAM_CatFR1_0,[-11.52  24.24  64.04]
65,0.7596154807183518,R1032D_RAM_CatFR1_0,[23.55 18.26 63.19]
66,0.7596154807183518,R1032D_RAM_CatFR1_0,[59.13  6.17 -4.57]
67,0.7596154807183518,R1032D_RAM_CatFR1_0,[-36.69 -53.78   5.27]
68,0.7596154807183518,R1032D_RAM_CatFR1_0,[-48.86  33.3   45.33]
69,0.7596154807183518,R1032D_RAM_CatFR1_0,[37.65 -6.05 78.45]
70,0.7596154807183518,R1032D_RAM_CatFR1_0,[-69.58  -3.27   5.74]
71,0.7596154807183518,R1032D_RAM_CatFR1_0,[ 23.42 -50.39   6.44]
72,0.7596154807183518,R1032D_RAM_CatFR1_0,[19.33 35.81 22.88]
73,0.7596154807183518,R1032D_RAM_CatFR1_0,[20.8  28.08 40.51]
74,0.7596154807183518,R1032D_RAM_CatFR1_0,[-43.98  42.16  46.89]
75,0.7596154807183518,R1032D_RAM_CatFR1_0,[18.74 37.94 16.1 ]
76,0.7596154807183518,R1032D_RAM_CatFR1_0,[-40.27 -71.23   6.96]
77,0.7596154807183518,R1032D_RAM_CatFR1_0,[-75.91 -13.62  33.88]
78,0.7596154807183518,R1032D_RAM_CatFR1_0,[62.39 -1.87  1.08]
79,0.7596154807183518,R1032D_RAM_CatFR1_0,[-42.72 -80.68   8.14]
80,0.5683982887005968,R1032D_RAM_FR1_0,[-48.86  33.3   45.33]
81,0.5683982887005968,R1032D_RAM_FR1_0,[-9.22 43.92 18.07]
82,0.5683982887005968,R1032D_RAM_FR1_0,[ 26.21 -35.69  19.71]
83,0.5683982887005968,R1032D_RAM_FR1_0,[-62.46   7.29 -11.31]
84,0.5683982887005968,R1032D_RAM_FR1_0,[-10.27  33.48  42.27]
85,0.5683982887005968,R1032D_RAM_FR1_0,[ 24.4  -33.75   0.88]
86,0.5683982887005968,R1032D_RAM_FR1_0,[-28.8   -0.38  23.49]
87,0.5683982887005968,R1032D_RAM_FR1_0,[ 61.97 -19.51  12.63]
88,0.5683982887005968,R1032D_RAM_FR1_0,[-75.91 -13.62  33.88]
89,0.5683982887005968,R1032D_RAM_FR1_0,[ 63.04 -24.82  25.37]
90,0.5683982887005968,R1032D_RAM_FR1_0,[-21.39  18.21  -1.69]
91,0.5683982887005968,R1032D_RAM_FR1_0,[35.47 11.43 10.55]
92,0.5683982887005968,R1032D_RAM_FR1_0,[44.75 -9.04 72.03]
93,0.5683982887005968,R1032D_RAM_FR1_0,[-27.17 -34.8   31.67]
94,0.5683982887005968,R1032D_RAM_FR1_0,[-28.87  -6.67  25.3 ]
95,0.5683982887005968,R1032D_RAM_FR1_0,[-28.21 -17.02  27.2 ]
96,0.5683982887005968,R1032D_RAM_FR1_0,[ 53.59  13.25 -10.96]
97,0.5683982887005968,R1032D_RAM_FR1_0,[59.13  6.17 -4.57]
98,0.5683982887005968,R1032D_RAM_FR1_0,[-10.    37.05  34.85]
99,0.5683982887005968,R1032D_RAM_FR1_0,[-68.12   2.17  -4.06]
100,0.5683982887005968,R1032D_RAM_FR1_0,[ 23.42 -50.39   6.44]
101,0.5683982887005968,R1032D_RAM_FR1_0,[18.74 37.94 16.1 ]
102,0.5683982887005968,R1032D_RAM_FR1_0,[-54.86  15.87  40.38]
103,0.5683982887005968,R1032D_RAM_FR1_0,[-11.52  24.24  64.04]
104,0.5683982887005968,R1032D_RAM_FR1_0,[23.94 15.85 68.07]
105,0.5683982887005968,R1032D_RAM_FR1_0,[ 68.3  -25.84  17.29]
106,0.5683982887005968,R1032D_RAM_FR1_0,[-68.4   -7.51  27.9 ]
107,0.5683982887005968,R1032D_RAM_FR1_0,[-39.13 -63.22   6.45]
108,0.5683982887005968,R1032D_RAM_FR1_0,[ 27.7  -29.88  19.11]
109,0.5683982887005968,R1032D_RAM_FR1_0,[37.65 -6.05 78.45]
110,0.5683982887005968,R1032D_RAM_FR1_0,[-55.66  13.37 -15.95]
111,0.5683982887005968,R1032D_RAM_FR1_0,[ 70.35 -33.12  23.25]
112,0.5683982887005968,R1032D_RAM_FR1_0,[-38.79  51.43  47.05]
113,0.5683982887005968,R1032D_RAM_FR1_0,[17.36 39.33 10.48]
114,0.5683982887005968,R1032D_RAM_FR1_0,[-47.31  18.53 -17.78]
115,0.5683982887005968,R1032D_RAM_FR1_0,[-12.77  19.09  75.4 ]
116,0.5683982887005968,R1032D_RAM_FR1_0,[-30.63  18.14  19.69]
117,0.5683982887005968,R1032D_RAM_FR1_0,[ 23.09 -68.82  10.49]
118,0.5683982887005968,R1032D_RAM_FR1_0,[-40.27 -71.23   6.96]
119,0.5683982887005968,R1032D_RAM_FR1_0,[ 23.46 -41.49   3.32]
120,0.5683982887005968,R1032D_RAM_FR1_0,[ 48.68  20.58 -15.31]
121,0.5683982887005968,R1032D_RAM_FR1_0,[-52.44  24.4   43.61]
122,0.5683982887005968,R1032D_RAM_FR1_0,[-57.67   6.22  38.01]
123,0.5683982887005968,R1032D_RAM_FR1_0,[-11.17  31.11  47.29]
124,0.5683982887005968,R1032D_RAM_FR1_0,[-36.69 -53.78   5.27]
125,0.5683982887005968,R1032D_RAM_FR1_0,[23.03 19.62 57.47]
126,0.5683982887005968,R1032D_RAM_FR1_0,[24.54 13.72 74.86]
127,0.5683982887005968,R1032D_RAM_FR1_0,[-29.38 -17.8    2.73]
128,0.5683982887005968,R1032D_RAM_FR1_0,[62.39 -1.87  1.08]
129,0.5683982887005968,R1032D_RAM_FR1_0,[-31.75 -26.54   4.46]
130,0.5683982887005968,R1032D_RAM_FR1_0,[-9.69 39.5  28.25]
131,0.5683982887005968,R1032D_RAM_FR1_0,[-69.62  -7.7   15.87]
132,0.5683982887005968,R1032D_RAM_FR1_0,[ 28.63 -23.64  17.2 ]
133,0.5683982887005968,R1032D_RAM_FR1_0,[-13.09  15.16  82.54]
134,0.5683982887005968,R1032D_RAM_FR1_0,[-27.24 -41.09  33.47]
135,0.5683982887005968,R1032D_RAM_FR1_0,[ 29.64 -18.16  16.38]
136,0.5683982887005968,R1032D_RAM_FR1_0,[33.06 -0.63 13.05]
137,0.5683982887005968,R1032D_RAM_FR1_0,[-69.58  -3.27   5.74]
138,0.5683982887005968,R1032D_RAM_FR1_0,[ 62.52 -10.85   5.85]
139,0.5683982887005968,R1032D_RAM_FR1_0,[ 50.83 -11.93  64.09]
140,0.5683982887005968,R1032D_RAM_FR1_0,[-27.3   -9.12   2.69]
141,0.5683982887005968,R1032D_RAM_FR1_0,[-29.01 -12.18  26.02]
142,0.5683982887005968,R1032D_RAM_FR1_0,[34.55  5.18 12.45]
143,0.5683982887005968,R1032D_RAM_FR1_0,[-32.97 -35.26   4.42]
144,0.5683982887005968,R1032D_RAM_FR1_0,[ 57.8  -18.41  44.63]
145,0.5683982887005968,R1032D_RAM_FR1_0,[-31.37  24.81  18.26]
146,0.5683982887005968,R1032D_RAM_FR1_0,[23.55 18.26 63.19]
147,0.5683982887005968,R1032D_RAM_FR1_0,[ 26.14 -41.98  21.51]
148,0.5683982887005968,R1032D_RAM_FR1_0,[ 55.02 -14.66  54.71]
149,0.5683982887005968,R1032D_RAM_FR1_0,[37.34 16.86  9.63]
150,0.5683982887005968,R1032D_RAM_FR1_0,[ 65.36 -26.49  18.71]
151,0.5683982887005968,R1032D_RAM_FR1_0,[-29.4   11.8   21.34]
152,0.5683982887005968,R1032D_RAM_FR1_0,[ 25.29 -47.52  23.97]
153,0.5683982887005968,R1032D_RAM_FR1_0,[-61.62  -2.9   32.75]
154,0.5683982887005968,R1032D_RAM_FR1_0,[-42.72 -80.68   8.14]
155,0.5683982887005968,R1032D_RAM_FR1_0,[-28.47 -29.16  29.45]
156,0.5683982887005968,R1032D_RAM_FR1_0,[-29.47   5.52  23.14]
157,0.5683982887005968,R1032D_RAM_FR1_0,[-35.41 -44.7    5.6 ]
158,0.5683982887005968,R1032D_RAM_FR1_0,[ 23.83 -78.46  12.97]
159,0.5683982887005968,R1032D_RAM_FR1_0,[-71.92 -11.61  24.9 ]
160,0.5683982887005968,R1032D_RAM_FR1_0,[-28.32 -23.66  28.73]
161,0.5683982887005968,R1032D_RAM_FR1_0,[ 23.75 -86.23  15.29]
162,0.5683982887005968,R1032D_RAM_FR1_0,[ 23.22 -59.21   7.93]
163,0.5683982887005968,R1032D_RAM_FR1_0,[ 59.75 -21.77  34.94]
164,0.5683982887005968,R1032D_RAM_FR1_0,[-23.88   8.41  -0.71]
165,0.45880286106726953,R1045E_RAM_CatFR1_0,[-17.93 -14.67 -35.63]
166,0.45880286106726953,R1045E_RAM_CatFR1_0,[-66.25 -49.08  -3.71]
167,0.45880286106726953,R1045E_RAM_CatFR1_0,[-56.72   7.89 -22.58]
168,0.45880286106726953,R1045E_RAM_CatFR1_0,[-54.58  -3.24  19.78]
169,0.45880286106726953,R1045E_RAM_CatFR1_0,[-39.68  -3.17 -32.69]
170,0.45880286106726953,R1045E_RAM_CatFR1_0,[ 58.09   3.21 -21.42]
171,0.45880286106726953,R1045E_RAM_CatFR1_0,[-51.36  11.    13.98]
172,0.45880286106726953,R1045E_RAM_CatFR1_0,[-67.04 -12.99   0.82]
173,0.45880286106726953,R1045E_RAM_CatFR1_0,[-48.91   1.03 -30.36]
174,0.45880286106726953,R1045E_RAM_CatFR1_0,[-31.32   0.95 -25.09]
175,0.45880286106726953,R1045E_RAM_CatFR1_0,[-20.7   35.8  -10.37]
176,0.45880286106726953,R1045E_RAM_CatFR1_0,[-43.75  25.25  29.09]
177,0.45880286106726953,R1045E_RAM_CatFR1_0,[ 54.51 -17.2  -15.58]
178,0.45880286106726953,R1045E_RAM_CatFR1_0,[-50.13   1.75 -23.76]
179,0.45880286106726953,R1045E_RAM_CatFR1_0,[-55.64 -45.3  -26.8 ]
180,0.7824339443597742,R1051J_RAM_FR1_0,[-16.86 -20.41  36.  ]
181,0.7824339443597742,R1051J_RAM_FR1_0,[-10.26  16.75  60.31]
182,0.7824339443597742,R1051J_RAM_FR1_0,[-35.71  51.33  35.14]
183,0.7824339443597742,R1051J_RAM_FR1_0,[-16.75 -14.04  44.  ]
184,0.7824339443597742,R1051J_RAM_FR1_0,[-36.83 -57.45  47.52]
185,0.7824339443597742,R1051J_RAM_FR1_0,[-12.42   6.96  62.78]
186,0.7824339443597742,R1051J_RAM_FR1_0,[-17.51  -0.74  59.54]
187,0.7824339443597742,R1051J_RAM_FR1_0,[-33.89  43.59  42.24]
188,0.7824339443597742,R1051J_RAM_FR1_0,[-29.69 -18.35  61.21]
189,0.7824339443597742,R1051J_RAM_FR1_0,[-35.68 -48.41  53.82]
190,0.7824339443597742,R1051J_RAM_FR1_0,[-20.23  11.01  58.73]
191,0.7824339443597742,R1051J_RAM_FR1_0,[-26.54  -8.8   61.17]
192,0.7824339443597742,R1051J_RAM_FR1_0,[-16.7  -10.92  48.72]
193,0.7824339443597742,R1051J_RAM_FR1_0,[-16.59  -4.59  57.21]
194,0.7824339443597742,R1051J_RAM_FR1_0,[-21.85  29.48  56.12]
195,0.7824339443597742,R1051J_RAM_FR1_0,[-20.65  40.37  52.78]
196,0.7824339443597742,R1051J_RAM_FR1_0,[-16.8  -16.79  40.78]
197,0.7824339443597742,R1051J_RAM_FR1_0,[-16.91 -23.03  31.32]
198,0.7824339443597742,R1051J_RAM_FR1_0,[-32.34 -28.32  60.22]
199,0.7824339443597742,R1051J_RAM_FR1_0,[-18.31  58.82  43.79]
200,0.7824339443597742,R1051J_RAM_FR1_0,[-1.94 12.64 47.66]
201,0.7824339443597742,R1051J_RAM_FR1_0,[-16.65  -8.22  52.43]
202,0.7824339443597742,R1051J_RAM_FR1_0,[-23.38   1.38  59.73]
203,0.7824339443597742,R1051J_RAM_FR1_0,[-21.09 -32.94  64.23]
204,0.7824339443597742,R1051J_RAM_FR1_0,[-15.57  -2.26  64.81]
205,0.7824339443597742,R1051J_RAM_FR1_0,[-17.73 -12.32  64.8 ]
206,0.7824339443597742,R1051J_RAM_FR1_0,[-19.91 -22.93  65.22]
207,0.7824339443597742,R1051J_RAM_FR1_0,[-32.08  35.89  48.85]
208,0.23654643121207558,R1060M_RAM_CatFR1_0,[ 40.56  54.48 -10.97]
209,0.23654643121207558,R1060M_RAM_CatFR1_0,[ 3.34 77.83 12.35]
210,0.23654643121207558,R1060M_RAM_CatFR1_0,[ 49.73 -53.6   -4.64]
211,0.23654643121207558,R1060M_RAM_CatFR1_0,[ 52.47 -14.56  13.15]
212,0.23654643121207558,R1060M_RAM_CatFR1_0,[ 55.73 -25.66 -18.46]
213,0.23654643121207558,R1060M_RAM_CatFR1_0,[ 51.56 -50.6    5.7 ]
214,0.23654643121207558,R1060M_RAM_CatFR1_0,[ 53.89 -40.8    2.52]
215,0.47018285712745983,R1061T_RAM_CatFR1_0,[ 40.33   6.94 -17.27]
216,0.47018285712745983,R1061T_RAM_CatFR1_0,[39.53 10.53 15.53]
217,0.47018285712745983,R1061T_RAM_CatFR1_0,[-43.28   1.62 -21.81]
218,0.47018285712745983,R1061T_RAM_CatFR1_0,[ 65.68 -26.2   23.05]
219,0.47018285712745983,R1061T_RAM_CatFR1_0,[ 49.96 -19.59  -6.9 ]
220,0.47018285712745983,R1061T_RAM_CatFR1_0,[32.97  7.96 61.45]
221,0.47018285712745983,R1061T_RAM_CatFR1_0,[33.35  6.93 23.22]
222,0.47018285712745983,R1061T_RAM_CatFR1_0,[ 44.35 -17.98  -8.75]
223,0.47018285712745983,R1061T_RAM_CatFR1_0,[21.61 26.14 35.36]
224,0.47018285712745983,R1061T_RAM_CatFR1_0,[34.43  8.33 53.83]
225,0.47018285712745983,R1061T_RAM_CatFR1_0,[62.87 19.19 -0.38]
226,0.47018285712745983,R1061T_RAM_CatFR1_0,[47.14 36.42 17.23]
227,0.47018285712745983,R1061T_RAM_CatFR1_0,[58.33 36.07 15.88]
228,0.47018285712745983,R1061T_RAM_CatFR1_0,[ 21.47 -13.18 -14.78]
229,0.47018285712745983,R1061T_RAM_CatFR1_0,[  7.87  58.63 -13.62]
230,0.47018285712745983,R1061T_RAM_CatFR1_0,[ 13.31  58.27 -10.74]
231,0.47018285712745983,R1061T_RAM_CatFR1_0,[60.14  7.66 29.42]
232,0.47018285712745983,R1061T_RAM_CatFR1_0,[-22.34   2.42 -20.3 ]
233,0.47018285712745983,R1061T_RAM_CatFR1_0,[ 32.7  -15.95 -12.34]
234,0.47018285712745983,R1061T_RAM_CatFR1_0,[-68.58  -0.58 -22.26]
235,0.47018285712745983,R1061T_RAM_CatFR1_0,[48.4  18.24  2.04]
236,0.47018285712745983,R1061T_RAM_CatFR1_0,[34.81  8.61 46.15]
237,0.47018285712745983,R1061T_RAM_CatFR1_0,[ 43.08  26.8  -30.57]
238,0.47018285712745983,R1061T_RAM_CatFR1_0,[ 6.73 26.32 33.19]
239,0.47018285712745983,R1061T_RAM_CatFR1_0,[ 45.38 -28.06  21.85]
240,0.47018285712745983,R1061T_RAM_CatFR1_0,[-32.22   1.52 -20.94]
241,0.47018285712745983,R1061T_RAM_CatFR1_0,[ 10.98 -27.6   21.56]
242,0.47018285712745983,R1061T_RAM_CatFR1_0,[43.85 36.12 17.04]
243,0.47018285712745983,R1061T_RAM_CatFR1_0,[ 2.25 27.03 32.78]
244,0.47018285712745983,R1061T_RAM_CatFR1_0,[51.43 60.99 10.09]
245,0.47018285712745983,R1061T_RAM_CatFR1_0,[42.03  9.12  1.62]
246,0.47018285712745983,R1061T_RAM_CatFR1_0,[24.11 58.64 -5.16]
247,0.47018285712745983,R1061T_RAM_CatFR1_0,[-37.15   1.06 -21.26]
248,0.47018285712745983,R1061T_RAM_CatFR1_0,[28.83 50.74 36.1 ]
249,0.47018285712745983,R1061T_RAM_CatFR1_0,[38.06 10.17 23.15]
250,0.47018285712745983,R1061T_RAM_CatFR1_0,[32.26 35.18 17.43]
251,0.47018285712745983,R1061T_RAM_CatFR1_0,[33.57 36.2   1.03]
252,0.47018285712745983,R1061T_RAM_CatFR1_0,[45.54 60.2   7.57]
253,0.47018285712745983,R1061T_RAM_CatFR1_0,[11.76 25.66 33.62]
254,0.47018285712745983,R1061T_RAM_CatFR1_0,[57.87 18.87  0.48]
255,0.47018285712745983,R1061T_RAM_CatFR1_0,[ 50.39   5.62 -16.31]
256,0.47018285712745983,R1061T_RAM_CatFR1_0,[32.67  7.57 68.07]
257,0.47018285712745983,R1061T_RAM_CatFR1_0,[29.31 48.89 29.78]
258,0.47018285712745983,R1061T_RAM_CatFR1_0,[-48.21   1.17 -22.13]
259,0.47018285712745983,R1061T_RAM_CatFR1_0,[ 45.36   6.28 -16.79]
260,0.47018285712745983,R1061T_RAM_CatFR1_0,[-27.28   1.97 -20.61]
261,0.47018285712745983,R1061T_RAM_CatFR1_0,[45.6  18.12  2.96]
262,0.47018285712745983,R1061T_RAM_CatFR1_0,[33.06 39.04  6.04]
263,0.47018285712745983,R1061T_RAM_CatFR1_0,[ 24.29 -27.63  21.41]
264,0.47018285712745983,R1061T_RAM_CatFR1_0,[36.27  8.98 38.53]
265,0.47018285712745983,R1061T_RAM_CatFR1_0,[35.1  35.03 -5.89]
266,0.47018285712745983,R1061T_RAM_CatFR1_0,[19.22 59.06 -7.99]
267,0.47018285712745983,R1061T_RAM_CatFR1_0,[ 38.1  -27.47  22.36]
268,0.47018285712745983,R1061T_RAM_CatFR1_0,[29.99 59.   -1.14]
269,0.47018285712745983,R1061T_RAM_CatFR1_0,[26.57 25.59 36.87]
270,0.47018285712745983,R1061T_RAM_CatFR1_0,[31.45 43.77 18.5 ]
271,0.47018285712745983,R1061T_RAM_CatFR1_0,[34.8  59.7   1.53]
272,0.47018285712745983,R1061T_RAM_CatFR1_0,[49.95 36.56 16.32]
273,0.47018285712745983,R1061T_RAM_CatFR1_0,[39.32  7.6  24.66]
274,0.47018285712745983,R1061T_RAM_CatFR1_0,[ 31.35  22.23 -32.06]
275,0.47018285712745983,R1061T_RAM_CatFR1_0,[ 35.59  33.19 -12.81]
276,0.47018285712745983,R1061T_RAM_CatFR1_0,[41.02  9.92  9.13]
277,0.47018285712745983,R1061T_RAM_CatFR1_0,[16.68 25.68 35.07]
278,0.47018285712745983,R1061T_RAM_CatFR1_0,[  3.85 -28.26  21.13]
279,0.47018285712745983,R1061T_RAM_CatFR1_0,[ 55.48 -19.64  -6.46]
280,0.47018285712745983,R1061T_RAM_CatFR1_0,[40.79 59.38  4.06]
281,0.47018285712745983,R1061T_RAM_CatFR1_0,[51.77 18.43  1.16]
282,0.47018285712745983,R1061T_RAM_CatFR1_0,[37.79  8.79 30.98]
283,0.47018285712745983,R1061T_RAM_CatFR1_0,[36.86 26.79 39.64]
284,0.47018285712745983,R1061T_RAM_CatFR1_0,[ 53.7   30.83 -27.91]
285,0.47018285712745983,R1061T_RAM_CatFR1_0,[ 72.75 -23.28  -0.95]
286,0.47018285712745983,R1061T_RAM_CatFR1_0,[ 35.3    7.6  -17.75]
287,0.47018285712745983,R1061T_RAM_CatFR1_0,[ 67.7  -21.63  -2.85]
288,0.47018285712745983,R1061T_RAM_CatFR1_0,[ 59.65 -26.75  22.69]
289,0.47018285712745983,R1061T_RAM_CatFR1_0,[ 24.8    7.75 -18.59]
290,0.47018285712745983,R1061T_RAM_CatFR1_0,[31.99 26.22 38.28]
291,0.47018285712745983,R1061T_RAM_CatFR1_0,[  2.03  57.72 -17.55]
292,0.47018285712745983,R1061T_RAM_CatFR1_0,[ 61.55 -20.08  -4.74]
293,0.47018285712745983,R1061T_RAM_CatFR1_0,[42.31 17.82  2.76]
294,0.47018285712745983,R1061T_RAM_CatFR1_0,[53.41 18.58  1.25]
295,0.47018285712745983,R1061T_RAM_CatFR1_0,[54.18  6.98 27.98]
296,0.47018285712745983,R1061T_RAM_CatFR1_0,[41.1  35.87 16.88]
297,0.47018285712745983,R1061T_RAM_CatFR1_0,[35.   35.43 17.6 ]
298,0.47018285712745983,R1061T_RAM_CatFR1_0,[ 30.37   7.14 -18.07]
299,0.47018285712745983,R1061T_RAM_CatFR1_0,[39.51 17.68  3.68]
300,0.47018285712745983,R1061T_RAM_CatFR1_0,[-53.15   0.72 -22.45]
301,0.47018285712745983,R1061T_RAM_CatFR1_0,[ 50.01  29.25 -29.18]
302,0.47018285712745983,R1061T_RAM_CatFR1_0,[46.76 26.72 41.45]
303,0.47018285712745983,R1061T_RAM_CatFR1_0,[ 46.26  27.78 -29.26]
304,0.47018285712745983,R1061T_RAM_CatFR1_0,[ 39.33  25.34 -30.67]
305,0.47018285712745983,R1061T_RAM_CatFR1_0,[28.29 53.13 42.34]
306,0.47018285712745983,R1061T_RAM_CatFR1_0,[-63.64  -0.13 -21.94]
307,0.47018285712745983,R1061T_RAM_CatFR1_0,[41.89 26.14 40.08]
308,0.47018285712745983,R1061T_RAM_CatFR1_0,[57.46  7.28 28.17]
309,0.47018285712745983,R1061T_RAM_CatFR1_0,[32.48 41.99 12.22]
310,0.47018285712745983,R1061T_RAM_CatFR1_0,[ 60.28   5.53 -14.33]
311,0.47018285712745983,R1061T_RAM_CatFR1_0,[ 17.01 -27.05  21.92]
312,0.47018285712745983,R1061T_RAM_CatFR1_0,[38.36 35.62 16.71]
313,0.47018285712745983,R1061T_RAM_CatFR1_0,[ 38.21 -16.44 -10.64]
314,0.47018285712745983,R1061T_RAM_CatFR1_0,[ 70.76   5.94 -13.58]
315,0.47018285712745983,R1061T_RAM_CatFR1_0,[60.61 19.12  0.65]
316,0.47018285712745983,R1061T_RAM_CatFR1_0,[36.03  7.3  24.46]
317,0.47018285712745983,R1061T_RAM_CatFR1_0,[-58.64   0.2  -22.8 ]
318,0.47018285712745983,R1061T_RAM_CatFR1_0,[ 52.52 -27.4   22.28]
319,0.47018285712745983,R1061T_RAM_CatFR1_0,[ 26.53 -14.83 -12.97]
320,0.47018285712745983,R1061T_RAM_CatFR1_0,[ 35.66  23.75 -31.94]
321,0.47018285712745983,R1061T_RAM_CatFR1_0,[ 55.26   6.2  -14.81]
322,0.47018285712745983,R1061T_RAM_CatFR1_0,[ 24.54  19.11 -34.57]
323,0.47018285712745983,R1061T_RAM_CatFR1_0,[ 31.52 -28.09  21.97]
