,across,within,Subject,R,Sample rate,Samples,Thresholded Electrodes,Sessions,Number thresholded,Total Time (hrs),Average Session Length (hrs),Total Electrodes,Proportion Thresholded
0,0.8450012702361269,0.6403878242593426,31,[-63.64 -21.93   5.37],1024.0,14192640,10,7.0,42,3.85,0.55,52,0.808
1,0.8613878377607721,0.6402993858936801,8,[-48.48  38.4   17.26],256.0,1586419,121,2.0,2,1.721,0.86,123,0.016
2,0.6653729732092551,0.519871762699893,13,[ 49.49 -34.7   35.17],256.0,2512896,44,4.0,79,2.727,0.682,123,0.642
3,0.6406774245142768,0.4456603485680024,52,[ 65.66 -67.29  25.83],1000.0,14400000,82,2.0,16,4.0,2.0,98,0.163
4,0.7643657225864012,0.5043106312466206,25,[-36.36  -1.81  59.76],256.0,458496,98,1.0,2,0.498,0.498,100,0.02
5,0.32924761164333044,0.5058315860653483,38,[-67.68  -2.73  -8.5 ],256.0,1305603,68,3.0,14,1.417,0.472,82,0.171
6,0.5314454324741255,0.20115721304458714,49,[ 29.29 -12.3  -25.74],500.0,5400000,123,1.0,37,3.0,3.0,160,0.231
7,0.5897151103456633,0.15815652026740387,18,[-49.49  34.96 -20.63],256.0,1322752,77,2.0,7,1.435,0.718,84,0.083
8,0.7999869604977984,0.4725935639258965,21,[ 44.44 -19.36  59.92],512.0,527360,58,1.0,27,0.286,0.286,85,0.318
9,0.44038378221357305,0.4048223220688432,31,[-65.66 -33.98  -1.79],1024.0,14192640,10,7.0,42,3.85,0.55,52,0.808
10,0.50102507193841,0.0067180394920882975,17,[-14.14   2.16  63.23],256.0,758659,156,1.0,0,0.823,0.823,156,0.0
11,0.3144724465162799,0.4573536049682361,8,[-52.53  17.97  12.92],256.0,1586419,121,2.0,2,1.721,0.86,123,0.016
12,0.8101032151431578,0.042983532386497,45,[-19.19  70.73 -12.6 ],400.0,847200,124,1.0,2,0.588,0.588,126,0.016
13,0.7601889993962545,0.7152202603101753,11,[-39.39 -11.17 -51.9 ],256.0,1708544,83,3.0,3,1.854,0.618,86,0.035
14,0.3439947239478778,0.6202392531150326,58,[ 22.22 -21.93 -17.95],1000.0,15728000,64,5.0,36,4.369,0.874,100,0.36
15,0.3994490029841993,0.4349109544079092,36,[-67.68 -16.42  19.81],256.0,1075200,42,2.0,20,1.167,0.584,62,0.323
16,0.16173719240474588,0.15143440886040244,59,[ 48.48 -21.72 -22.71],1000.0,14105000,82,4.0,8,3.918,0.98,90,0.089
17,0.3551022780008106,-0.5382881656945048,10,[-35.35 -23.16 -37.1 ],256.0,1336064,68,1.0,4,1.45,1.45,72,0.056
18,0.3204371869923193,0.8680308387669894,8,[-24.24  -0.41 -38.16],256.0,1586419,121,2.0,2,1.721,0.86,123,0.016
19,0.5813576881875815,0.2591535698036486,38,[-27.27  10.2  -44.7 ],256.0,1305603,68,3.0,14,1.417,0.472,82,0.171
20,0.2496360552025741,0.5767503529937286,66,[ 65.66 -37.84  14.33],512.0,3409920,68,2.0,12,1.85,0.925,80,0.15
21,0.4321845707420651,0.20618852300656448,6,[38.38 -3.4  49.88],256.0,2483968,105,4.0,23,2.695,0.674,128,0.18
22,0.07380401519754164,0.5339079969083675,66,[ 66.67 -33.26   4.77],512.0,3409920,68,2.0,12,1.85,0.925,80,0.15
23,0.7788581878957921,0.5820488381982316,29,[ 68.69 -14.37  41.68],1024.0,4177920,79,2.0,15,1.133,0.566,94,0.16
24,0.3435781069163508,0.007359296400285741,6,[31.31 34.39 -7.55],256.0,2483968,105,4.0,23,2.695,0.674,128,0.18
25,0.3806218901806759,0.4169391325831484,18,[-64.65 -19.41  17.48],256.0,1322752,77,2.0,7,1.435,0.718,84,0.083
26,0.2013801401134537,0.2840509547020157,55,[50.51 33.41 13.73],1000.0,14711000,102,4.0,18,4.086,1.022,120,0.15
27,0.5906206520661387,0.14742387117343278,36,[-53.54  27.34 -11.53],256.0,1075200,42,2.0,20,1.167,0.584,62,0.323
28,0.4014804827331099,0.14041507363940106,14,[-40.4  -24.25  54.22],256.0,1652585,113,2.0,15,1.793,0.896,128,0.117
29,0.2835595567716696,-0.030423910592633024,29,[ 63.64 -73.62   7.  ],1024.0,4177920,79,2.0,15,1.133,0.566,94,0.16
30,0.8915829107421117,0.6730054064370657,22,[-63.64 -34.13  23.23],256.0,450047,40,2.0,16,0.488,0.244,56,0.286
31,0.05146864406352312,-0.13047921053691933,42,[-56.57 -20.75 -21.46],400.0,1032800,53,1.0,3,0.717,0.717,56,0.054
32,0.27517212980255645,0.062337398697273776,5,[ 58.59  -4.17 -22.89],256.0,861349,95,1.0,9,0.935,0.935,104,0.087
33,0.044935105918573096,0.7591391366021982,57,[ 51.52  50.04 -11.41],1000.0,6361000,78,2.0,18,1.767,0.884,96,0.188
34,0.7336142044006019,0.6491997728574055,4,[-16.16 -14.46 -23.48],256.0,2486697,60,3.0,4,2.698,0.899,64,0.062
35,0.7032063004918256,0.5185019735595534,59,[39.39 11.84 55.04],1000.0,14105000,82,4.0,8,3.918,0.98,90,0.089
36,0.7906325399085824,0.2034775060254355,10,[-17.17  14.93 -34.89],256.0,1336064,68,1.0,4,1.45,1.45,72,0.056
37,0.2010865217098297,0.19124722622846813,49,[-13.13  45.04  51.35],500.0,5400000,123,1.0,37,3.0,3.0,160,0.231
38,0.4309025977536925,0.16407919416509378,7,[-62.63 -54.83   2.55],256.0,2722843,54,4.0,10,2.954,0.738,64,0.156
39,0.052086469228446376,0.7435938110696609,63,[ 56.57   4.99 -19.97],400.0,3776377,53,4.0,9,2.622,0.656,62,0.145
40,0.3064292022851503,-0.22693194005607506,45,[-61.62  11.02 -16.05],400.0,847200,124,1.0,2,0.588,0.588,126,0.016
41,0.09233426831150372,0.2139507579819454,58,[-65.66 -19.56 -24.97],1000.0,15728000,64,5.0,36,4.369,0.874,100,0.36
42,0.3865594554990349,-0.4085892380793441,17,[-43.43  47.46   0.36],256.0,758659,156,1.0,0,0.823,0.823,156,0.0
43,0.531508216284035,0.3087613589778355,26,[-33.33 -18.12 -34.42],512.0,3686400,30,2.0,11,2.0,1.0,41,0.268
44,0.6371856924573204,0.3781422986670801,59,[ 65.66 -46.74 -17.  ],1000.0,14105000,82,4.0,8,3.918,0.98,90,0.089
45,0.6333733682305807,0.6083858193056363,58,[ 23.23 -53.9  -18.61],1000.0,15728000,64,5.0,36,4.369,0.874,100,0.36
46,0.006973028318572261,0.8054199336536586,66,[ 50.51 -14.77 -16.35],512.0,3409920,68,2.0,12,1.85,0.925,80,0.15
47,0.4713991902880161,0.7675531969244883,34,[ 23.23 -22.03 -15.58],1024.0,4300800,45,2.0,11,1.167,0.584,56,0.196
48,0.6496888616556747,0.34322548117007845,64,[57.58 23.73 21.93],400.0,6599200,38,3.0,10,4.583,1.528,48,0.208
49,0.14054238910186173,0.8650875752225382,52,[ 52.53 -11.32 -24.49],1000.0,14400000,82,2.0,16,4.0,2.0,98,0.163
50,0.1011290562405127,-0.03940680728923723,56,[ 62.63 -74.13  17.85],1000.0,9938000,101,5.0,9,2.761,0.552,110,0.082
51,0.2635711571928005,0.0894006503564288,29,[ 69.7   -6.33 -20.63],1024.0,4177920,79,2.0,15,1.133,0.566,94,0.16
52,0.5866796431673554,0.5344097150396188,47,[-66.67 -19.1   10.96],400.0,4115600,107,3.0,15,2.858,0.953,122,0.123
53,0.4509327444493584,0.06773379979900145,56,[-21.21 -36.09 -24.73],1000.0,9938000,101,5.0,9,2.761,0.552,110,0.082
54,0.4678921920065576,0.3519944091332427,13,[ 7.07 41.08  4.34],256.0,2512896,44,4.0,79,2.727,0.682,123,0.642
55,0.9473032415501886,0.8695645263028157,47,[-46.46 -15.65 -19.98],400.0,4115600,107,3.0,15,2.858,0.953,122,0.123
56,0.3747191512155802,-0.10576089887358774,45,[-69.7  -25.17 -14.57],400.0,847200,124,1.0,2,0.588,0.588,126,0.016
57,0.4593806344405557,0.8101426305284665,8,[-31.31   1.7  -39.23],256.0,1586419,121,2.0,2,1.721,0.86,123,0.016
58,0.3482211793117197,0.2644090456968089,54,[ 63.64 -15.6  -21.16],1000.0,12880000,86,3.0,20,3.578,1.193,106,0.189
59,0.40554235872052574,0.1967904545921879,59,[37.37 38.61 34.69],1000.0,14105000,82,4.0,8,3.918,0.98,90,0.089
60,0.5427737921093586,0.049597862188132925,51,[-49.49 -24.97 -19.32],1000.0,6000000,137,1.0,23,1.667,1.667,160,0.144
61,0.5833649230376796,0.5010998440871521,9,[44.44 57.4   8.47],256.0,2132722,80,4.0,24,2.314,0.578,104,0.231
62,0.6402876748888924,0.5651004415757213,59,[ 63.64 -55.39  36.25],1000.0,14105000,82,4.0,8,3.918,0.98,90,0.089
63,0.20775220100832967,0.10662683787074624,56,[ 22.22 -12.46 -22.17],1000.0,9938000,101,5.0,9,2.761,0.552,110,0.082
64,0.556127119339674,0.21968280820753,49,[-38.38 -25.02 -18.13],500.0,5400000,123,1.0,37,3.0,3.0,160,0.231
65,0.6622921185970052,0.06330978770797567,20,[ 16.16 -79.95   9.93],256.0,921600,69,1.0,29,1.0,1.0,98,0.296
66,0.6472694891507986,0.4329936476859871,15,[ 58.59 -18.69  45.81],256.0,1582848,91,3.0,3,1.718,0.573,94,0.032
67,0.32627916407014235,0.08573626966052647,16,[ 16.16 -50.15  77.88],256.0,1010176,118,2.0,7,1.096,0.548,125,0.056
68,0.29903721528021354,0.5263323772932268,57,[ 70.71 -27.8  -25.45],1000.0,6361000,78,2.0,18,1.767,0.884,96,0.188
69,0.17813213938854566,0.007768035144315873,56,[ 11.11 -10.4  -22.06],1000.0,9938000,101,5.0,9,2.761,0.552,110,0.082
70,0.4604238178169741,0.09409299981397086,14,[55.56 24.09 -8.14],256.0,1652585,113,2.0,15,1.793,0.896,128,0.117
71,0.6289439635837648,0.035887751808544366,45,[-24.24  59.3  -10.87],400.0,847200,124,1.0,2,0.588,0.588,126,0.016
72,0.4315314576616032,0.18099097129907785,49,[-10.1   75.62  -6.36],500.0,5400000,123,1.0,37,3.0,3.0,160,0.231
73,0.35135842061645833,0.4963335916667079,29,[ 58.59 -24.51  59.65],1024.0,4177920,79,2.0,15,1.133,0.566,94,0.16
74,0.272532094586026,0.20018088996278213,65,[ 64.65 -35.11 -23.48],512.0,8110080,7,5.0,51,4.4,0.88,58,0.879
75,0.6119543625526502,0.1232769483099278,36,[-50.51 -15.6  -45.  ],256.0,1075200,42,2.0,20,1.167,0.584,62,0.323
76,0.5634409749628361,0.2009336931556279,53,[ 63.64 -13.18  38.48],1000.0,4104000,78,1.0,12,1.14,1.14,90,0.133
77,0.7187633242386224,0.23307788043407296,11,[ 59.6  -28.36 -12.37],256.0,1708544,83,3.0,3,1.854,0.618,86,0.035
78,0.7062882073093735,0.4742627372633621,62,[-55.56  25.89  -2.08],400.0,20458800,54,6.0,33,14.208,2.368,87,0.379
79,-0.09868109053428396,0.5064282581748175,60,[ 41.41 -18.89 -16.59],1000.0,8817000,80,2.0,16,2.449,1.224,96,0.167
80,0.3346650303113184,-0.16641430565588872,45,[ 58.59   2.58 -35.61],400.0,847200,124,1.0,2,0.588,0.588,126,0.016
81,0.5979191213529327,0.2351831335763913,21,[ 49.49 -10.71  51.67],512.0,527360,58,1.0,27,0.286,0.286,85,0.318
82,0.6882472063659678,0.20710955985598656,53,[ 19.19  15.24 -42.03],1000.0,4104000,78,1.0,12,1.14,1.14,90,0.133
83,0.2366312702794504,0.4344854516561744,58,[-66.67 -39.9   -8.27],1000.0,15728000,64,5.0,36,4.369,0.874,100,0.36
84,0.698146222524631,0.06510138821767321,2,[  0.    26.46 -15.16],250.0,1358998,43,2.0,53,1.51,0.755,96,0.552
85,0.3140565083522366,0.09785631444425932,49,[ 51.52 -78.04  -9.28],500.0,5400000,123,1.0,37,3.0,3.0,160,0.231
86,0.3040782149704232,0.4769486029863101,9,[40.4  62.65  6.57],256.0,2132722,80,4.0,24,2.314,0.578,104,0.231
87,0.1413157348877462,0.30051539759030765,36,[-39.39 -30.47 -35.14],256.0,1075200,42,2.0,20,1.167,0.584,62,0.323
88,0.2636155000436191,0.27766142800054194,66,[-18.18   7.41 -28.18],512.0,3409920,68,2.0,12,1.85,0.925,80,0.15
89,0.34917256450649536,0.09411326316386212,46,[-34.34 -14.   -34.18],400.0,5446000,55,4.0,25,3.782,0.946,80,0.312
90,0.4763052723220168,0.2718758512762053,62,[-19.19   0.98 -22.59],400.0,20458800,54,6.0,33,14.208,2.368,87,0.379
91,0.5035082227757994,0.16086327861002175,5,[ 56.57 -23.27  33.6 ],256.0,861349,95,1.0,9,0.935,0.935,104,0.087
92,0.62411644583497,0.18083201964551726,6,[ 40.4    3.55 -10.52],256.0,2483968,105,4.0,23,2.695,0.674,128,0.18
93,0.3512749805039703,0.3886252799130949,52,[ 58.59   2.68 -14.15],1000.0,14400000,82,2.0,16,4.0,2.0,98,0.163
94,0.365905273090141,0.4567480125365642,54,[ 42.42  33.77 -17.12],1000.0,12880000,86,3.0,20,3.578,1.193,106,0.189
95,0.6291207145972962,0.489720576386269,13,[ 13.13 -28.57  -7.61],256.0,2512896,44,4.0,79,2.727,0.682,123,0.642
96,0.15664637158335665,0.321741224483261,38,[-22.22 -17.09 -34.36],256.0,1305603,68,3.0,14,1.417,0.472,82,0.171
97,0.2466742899044141,0.09399986420197126,26,[-22.22   8.86 -37.63],512.0,3686400,30,2.0,11,2.0,1.0,41,0.268
98,0.6442835838886944,0.2567274071500091,63,[42.42 45.76 36.15],400.0,3776377,53,4.0,9,2.622,0.656,62,0.145
99,0.10699832076572488,0.4747595386742898,45,[-12.12  67.75  29.69],400.0,847200,124,1.0,2,0.588,0.588,126,0.016
100,0.6214197316629251,0.6773951992389399,59,[ 44.44 -30.22  71.32],1000.0,14105000,82,4.0,8,3.918,0.98,90,0.089
101,0.44992566357436004,0.456376044458119,47,[-23.23 -70.47 -17.18],400.0,4115600,107,3.0,15,2.858,0.953,122,0.123
102,0.2587113440862896,0.446258184694079,53,[ 62.63 -34.7  -33.  ],1000.0,4104000,78,1.0,12,1.14,1.14,90,0.133
103,0.4865267585145811,0.4228496481667631,43,[ 66.67 -38.46   5.59],400.0,3322800,99,3.0,13,2.308,0.769,112,0.116
104,0.4570340984898298,0.2410833786518114,16,[ 46.46  50.24 -16.17],256.0,1010176,118,2.0,7,1.096,0.548,125,0.056
105,0.21664392014292733,0.2245642988858819,9,[ 54.55  22.19 -35.67],256.0,2132722,80,4.0,24,2.314,0.578,104,0.231
106,0.7178293971160015,0.15338814294380668,24,[-57.58   8.03   4.78],256.0,728831,36,2.0,4,0.791,0.396,40,0.1
107,0.8242577487812799,0.283760677194594,43,[-18.18   5.61 -34.24],400.0,3322800,99,3.0,13,2.308,0.769,112,0.116
108,0.6637207964862218,0.7604335462615966,62,[-50.51 -13.85 -13.91],400.0,20458800,54,6.0,33,14.208,2.368,87,0.379
109,-0.04074633037803341,0.4433238400047712,8,[-43.43  48.6   -1.96],256.0,1586419,121,2.0,2,1.721,0.86,123,0.016
110,0.1321758387795576,0.04797855013610721,56,[ 63.64 -65.79  -6.19],1000.0,9938000,101,5.0,9,2.761,0.552,110,0.082
111,0.07218384830830113,0.3989665357894636,19,[-31.31  47.82  14.5 ],256.0,2357248,63,4.0,8,2.558,0.64,71,0.113
112,0.3566364237830553,0.13675372000184052,23,[44.44  7.62 56.99],256.0,295424,59,1.0,4,0.321,0.321,63,0.063
113,0.4843522432987159,-0.0421481436904869,17,[-21.21  62.6  -15.45],256.0,758659,156,1.0,0,0.823,0.823,156,0.0
114,0.5805412357186707,0.1834208926757601,16,[16.16 37.68 54.23],256.0,1010176,118,2.0,7,1.096,0.548,125,0.056
115,0.5689836300510237,0.2977933855684082,50,[24.24 16.47 66.17],2000.0,12000000,56,1.0,7,1.667,1.667,63,0.111
116,0.5469414078230382,0.17901632216569965,36,[-63.64   7.67 -10.28],256.0,1075200,42,2.0,20,1.167,0.584,62,0.323
117,0.5154778902522705,0.3708765851814335,9,[ 58.59  -0.36 -39.35],256.0,2132722,80,4.0,24,2.314,0.578,104,0.231
118,0.4763233363962884,0.07082983970462474,55,[ 41.41  22.34 -39.23],1000.0,14711000,102,4.0,18,4.086,1.022,120,0.15
119,0.5232073797222697,0.3698296928643971,14,[-55.56 -44.02  35.77],256.0,1652585,113,2.0,15,1.793,0.896,128,0.117
120,0.8561133014487315,0.7208566829558899,62,[-41.41 -18.07 -11.77],400.0,20458800,54,6.0,33,14.208,2.368,87,0.379
121,0.3648794916566328,0.3164834970359545,60,[-67.68 -51.84   4.88],1000.0,8817000,80,2.0,16,2.449,1.224,96,0.167
122,0.2508228989224049,0.11510852521229364,49,[ 39.39 -91.89   0.59],500.0,5400000,123,1.0,37,3.0,3.0,160,0.231
123,0.6689352478501457,0.3700326801730087,11,[ 41.41  10.09 -42.33],256.0,1708544,83,3.0,3,1.854,0.618,86,0.035
124,0.4679536434147046,0.3502272466543956,13,[43.43  2.78 28.44],256.0,2512896,44,4.0,79,2.727,0.682,123,0.642
125,0.22153529183704165,0.3280987257074835,57,[  30.3  -102.91   -7.14],1000.0,6361000,78,2.0,18,1.767,0.884,96,0.188
126,0.17714346051284846,0.0004545748502762878,56,[ 45.45 -81.8  -17.84],1000.0,9938000,101,5.0,9,2.761,0.552,110,0.082
127,0.6651614974164771,0.16740819168973214,7,[-52.53   9.83 -12.54],256.0,2722843,54,4.0,10,2.954,0.738,64,0.156
128,0.2917824158556524,-0.031807931880423385,28,[50.51 -4.74 -9.81],256.0,1612800,24,3.0,6,1.75,0.583,30,0.2
129,0.5722663934347779,0.12783610575591076,10,[-29.29  13.03 -38.58],256.0,1336064,68,1.0,4,1.45,1.45,72,0.056
130,0.6176016922999154,0.4790277015906928,59,[ 71.72 -11.38  22.25],1000.0,14105000,82,4.0,8,3.918,0.98,90,0.089
131,0.7396304657315586,0.4274614180170613,25,[-52.53   3.86  49.18],256.0,458496,98,1.0,2,0.498,0.498,100,0.02
132,0.2021224173555759,0.005370169942563793,45,[-44.44 -44.17 -28.78],400.0,847200,124,1.0,2,0.588,0.588,126,0.016
133,0.5868993982001516,0.4638102212760349,12,[-33.33 -38.56 -15.34],256.0,1371136,78,2.0,6,1.488,0.744,84,0.071
134,0.5891195549612085,0.5605509244264432,30,[-63.64 -47.67 -19.44],1024.0,3686400,7,2.0,79,1.0,0.5,86,0.919
135,0.3006309940077431,0.4643531917218898,29,[ 69.7  -62.39   9.77],1024.0,4177920,79,2.0,15,1.133,0.566,94,0.16
136,0.5210647851791269,0.036665707182932855,47,[-55.56  17.14 -14.5 ],400.0,4115600,107,3.0,15,2.858,0.953,122,0.123
137,0.12319314752714085,-0.330183247072265,17,[-48.48  34.95   2.93],256.0,758659,156,1.0,0,0.823,0.823,156,0.0
138,0.31749128083587924,0.06167301672126144,17,[-40.4    9.06  48.36],256.0,758659,156,1.0,0,0.823,0.823,156,0.0
139,0.6524336311203887,0.13099070940835827,47,[-58.59  12.25 -20.75],400.0,4115600,107,3.0,15,2.858,0.953,122,0.123
140,0.7277638484598546,0.6726346527884741,24,[ 29.29  -6.54 -15.87],256.0,728831,36,2.0,4,0.791,0.396,40,0.1
141,0.4606049113094436,-0.02629402351081839,45,[-27.27  -1.9  -27.52],400.0,847200,124,1.0,2,0.588,0.588,126,0.016
142,0.22046253712676087,0.08938356965516674,50,[ 63.64 -50.65 -22.  ],2000.0,12000000,56,1.0,7,1.667,1.667,63,0.111
143,0.5443141272578936,0.7507481158439413,8,[-40.4    7.67 -34.12],256.0,1586419,121,2.0,2,1.721,0.86,123,0.016
144,0.20255863834885368,0.3757145534014595,4,[-54.55 -22.8  -21.58],256.0,2486697,60,3.0,4,2.698,0.899,64,0.062
145,0.2244861061499752,0.040673372471556175,21,[ 33.33  28.73 -19.79],512.0,527360,58,1.0,27,0.286,0.286,85,0.318
146,0.519491335031207,0.17729425824671607,14,[-14.14  21.57  45.76],256.0,1652585,113,2.0,15,1.793,0.896,128,0.117
147,0.7997030088076645,0.7220917199113775,28,[-24.24  -2.47 -14.45],256.0,1612800,24,3.0,6,1.75,0.583,30,0.2
148,0.6041577520424481,0.2475046792772337,24,[-18.18 -22.7  -23.96],256.0,728831,36,2.0,4,0.791,0.396,40,0.1
149,0.41899085663284735,0.6654432532246679,52,[ 52.53 -17.66 -21.28],1000.0,14400000,82,2.0,16,4.0,2.0,98,0.163
150,0.48593226820483,-0.07871579774596292,25,[-2.02 29.65 49.45],256.0,458496,98,1.0,2,0.498,0.498,100,0.02
151,0.2310739773582054,0.02635947058421538,56,[-24.24  23.27 -36.8 ],1000.0,9938000,101,5.0,9,2.761,0.552,110,0.082
152,0.6226890390262976,0.4210102605757531,12,[-45.45 -40.62 -15.46],256.0,1371136,78,2.0,6,1.488,0.744,84,0.071
153,0.505243174300434,0.7022502358046936,46,[ 49.49 -22.19 -12.01],400.0,5446000,55,4.0,25,3.782,0.946,80,0.312
154,0.7556389613444523,0.019775032604923026,28,[57.58 -5.87 -7.49],256.0,1612800,24,3.0,6,1.75,0.583,30,0.2
155,0.2287850012472745,0.3885708301814422,58,[  1.01 -68.21   1.84],1000.0,15728000,64,5.0,36,4.369,0.874,100,0.36
156,0.4749503367975367,0.01982128629867579,42,[-59.6  -20.54 -26.22],400.0,1032800,53,1.0,3,0.717,0.717,56,0.054
157,0.08023330459094047,0.1590718786271977,49,[ 33.33 -19.77 -20.21],500.0,5400000,123,1.0,37,3.0,3.0,160,0.231
158,0.7184206945457212,0.0247711816309902,17,[-11.11  23.27  53.46],256.0,758659,156,1.0,0,0.823,0.823,156,0.0
159,0.5738961390639207,0.2760313630694643,18,[-57.58 -57.5   -6.9 ],256.0,1322752,77,2.0,7,1.435,0.718,84,0.083
160,0.571498428853969,0.3817172513479995,16,[44.44 42.06  5.48],256.0,1010176,118,2.0,7,1.096,0.548,125,0.056
161,0.5433971870354251,-0.011203557848383856,16,[ 63.64 -40.26  43.58],256.0,1010176,118,2.0,7,1.096,0.548,125,0.056
162,0.8086150969718351,0.3544703848735678,21,[ 63.64 -29.09  25.67],512.0,527360,58,1.0,27,0.286,0.286,85,0.318
163,0.6087330504303248,0.6070551667949274,59,[ 33.33 -30.01 -22.  ],1000.0,14105000,82,4.0,8,3.918,0.98,90,0.089
164,0.7619732863904198,0.3521611874388754,53,[ 48.48  26.26 -10.4 ],1000.0,4104000,78,1.0,12,1.14,1.14,90,0.133
165,0.7209043804925837,0.24959885991084554,2,[ 11.11  36.71 -13.37],250.0,1358998,43,2.0,53,1.51,0.755,96,0.552
166,-0.06695887896670635,0.25643257798010405,60,[-22.22 -12.66 -17.42],1000.0,8817000,80,2.0,16,2.449,1.224,96,0.167
167,0.7327726293721449,0.2735758987258116,37,[-60.61  13.49  20.3 ],256.0,2611201,45,5.0,39,2.833,0.567,84,0.464
168,0.4407484915201961,0.6885122923451824,52,[ 68.69 -21.42  -6.01],1000.0,14400000,82,2.0,16,4.0,2.0,98,0.163
169,0.6183199849195392,0.5110223933473014,59,[ 64.65 -32.07  45.1 ],1000.0,14105000,82,4.0,8,3.918,0.98,90,0.089
170,0.7810709007332906,0.5095809639698249,4,[-49.49   2.88 -18.9 ],256.0,2486697,60,3.0,4,2.698,0.899,64,0.062
171,0.6972533315972106,0.37730312495519375,21,[ 63.64 -31.15   3.8 ],512.0,527360,58,1.0,27,0.286,0.286,85,0.318
172,0.5741939852405267,0.4999390294081373,47,[-67.68  -5.25   1.9 ],400.0,4115600,107,3.0,15,2.858,0.953,122,0.123
173,0.3885624803078709,0.6016444539984896,54,[ 68.69 -22.19 -12.01],1000.0,12880000,86,3.0,20,3.578,1.193,106,0.189
174,0.5483879577939389,0.3586644892288998,59,[37.37 21.36 50.1 ],1000.0,14105000,82,4.0,8,3.918,0.98,90,0.089
175,0.5203656976018937,0.08027002146909762,14,[  2.02 -21.52  40.22],256.0,1652585,113,2.0,15,1.793,0.896,128,0.117
176,0.15585593186595018,0.13332593182846286,29,[ 58.59  -1.54 -35.85],1024.0,4177920,79,2.0,15,1.133,0.566,94,0.16
177,0.5064450987709238,0.5726443515334942,43,[14.14 71.51 -6.59],400.0,3322800,99,3.0,13,2.308,0.769,112,0.116
178,0.2486552899425029,0.638947600071444,17,[-40.4   -9.32 -47.02],256.0,758659,156,1.0,0,0.823,0.823,156,0.0
179,0.7962103999772713,0.4523631500443306,15,[ 49.49 -61.72  17.42],256.0,1582848,91,3.0,3,1.718,0.573,94,0.032
180,0.7792650918655287,-0.19793184604200115,39,[ 25.25 -25.07 -16.94],256.0,1382401,40,2.0,48,1.5,0.75,88,0.545
181,0.5743769416134928,0.4596795047204626,12,[-50.51 -19.67   1.14],256.0,1371136,78,2.0,6,1.488,0.744,84,0.071
182,0.1902040224502521,-0.3387507119490145,17,[-33.33  25.48 -40.24],256.0,758659,156,1.0,0,0.823,0.823,156,0.0
183,0.5456228292659961,0.07168420354268551,53,[ 68.69 -25.59  -5.05],1000.0,4104000,78,1.0,12,1.14,1.14,90,0.133
184,0.4689500135400014,0.08074963045086889,48,[-63.64  -9.99  14.71],1000.0,28800000,6,3.0,72,8.0,2.667,78,0.923
185,0.5344908712728378,0.5507571602240974,38,[-31.31 -27.69 -27.82],256.0,1305603,68,3.0,14,1.417,0.472,82,0.171
186,0.5298263528356908,0.3030899807198365,17,[-15.15  71.04   3.75],256.0,758659,156,1.0,0,0.823,0.823,156,0.0
187,0.5256259849144694,0.5403058389897333,59,[ 68.69 -22.14  31.48],1000.0,14105000,82,4.0,8,3.918,0.98,90,0.089
188,0.26403807390822265,0.21585092035815528,49,[-73.74 -31.14 -19.68],500.0,5400000,123,1.0,37,3.0,3.0,160,0.231
189,0.6287586780415941,0.5206024976584591,22,[-67.68 -36.7  -10.47],256.0,450047,40,2.0,16,0.488,0.244,56,0.286
190,0.32827950064503825,0.06012439688208152,14,[  2.02 -39.64  52.32],256.0,1652585,113,2.0,15,1.793,0.896,128,0.117
191,0.4917590560498961,0.23089197997273184,43,[-25.25  -7.62 -38.58],400.0,3322800,99,3.0,13,2.308,0.769,112,0.116
192,0.7711025491351187,0.5724958340420915,11,[ -2.02  31.51 -36.32],256.0,1708544,83,3.0,3,1.854,0.618,86,0.035
193,0.35607509101361484,-0.10357988133526068,10,[-41.41  54.36   7.22],256.0,1336064,68,1.0,4,1.45,1.45,72,0.056
194,0.579359983507655,0.10432862841285777,22,[-64.65 -14.42  21.  ],256.0,450047,40,2.0,16,0.488,0.244,56,0.286
195,0.5910008066774711,0.6382017634021105,58,[ 46.46 -83.6   21.71],1000.0,15728000,64,5.0,36,4.369,0.874,100,0.36
196,0.4865883573161248,0.35378396497268416,16,[ 51.52 -18.02  53.46],256.0,1010176,118,2.0,7,1.096,0.548,125,0.056
197,0.6190141579136742,0.21948910147722606,40,[-64.65   0.67  29.42],400.0,11744000,41,3.0,21,8.156,2.719,62,0.339
198,0.8587844612459675,0.7551159885953389,34,[-67.68 -38.92  15.36],1024.0,4300800,45,2.0,11,1.167,0.584,56,0.196
199,0.1695137091097914,0.022335917210016758,20,[-26.26 -50.09 -35.08],256.0,921600,69,1.0,29,1.0,1.0,98,0.296
200,0.6944050365969393,0.0398078268242736,51,[  4.04  46.59 -27.1 ],1000.0,6000000,137,1.0,23,1.667,1.667,160,0.144
201,0.6957135323878703,0.4375058463201426,33,[39.39 28.47 52.65],1024.0,4915200,35,2.0,29,1.333,0.666,64,0.453
202,0.7747220301939755,0.3077457040796508,25,[-22.22 -23.99  70.56],256.0,458496,98,1.0,2,0.498,0.498,100,0.02
203,0.8830983466152121,0.8481232412223793,31,[-67.68 -37.68 -11.71],1024.0,14192640,10,7.0,42,3.85,0.55,52,0.808
204,0.9311481145000844,0.4100215155290165,62,[ 28.28  40.26 -23.89],400.0,20458800,54,6.0,33,14.208,2.368,87,0.379
