,across,within,Subject,R,Sample rate,Samples,Thresholded Electrodes,Sessions,Number thresholded,Total Time (hrs),Average Session Length (hrs),Total Electrodes,Proportion Thresholded
736,0.4701447711008368,-0.1387330265514123,10,[-33.33  39.69  33.65],256.0,1336064,68,1.0,4,1.45,1.45,72,0.056
737,0.7661842360920397,0.5477081737335364,34,[-64.65  -6.85 -32.58],1024.0,4300800,45,2.0,11,1.167,0.584,56,0.196
738,0.5393854365971101,0.031191260056979576,17,[-25.25  13.23  47.49],256.0,758659,156,1.0,0,0.823,0.823,156,0.0
739,0.2346363100226499,-0.024783610877408952,51,[-36.36 -14.41 -24.67],1000.0,6000000,137,1.0,23,1.667,1.667,160,0.144
740,0.6710565287877267,0.5411478204631385,47,[63.64  0.41 -9.51],400.0,4115600,107,3.0,15,2.858,0.953,122,0.123
741,0.4362358636417609,0.4546154820844986,12,[ 30.3   -2.93 -27.58],256.0,1371136,78,2.0,6,1.488,0.744,84,0.071
742,0.027553081428776976,0.4859567630653036,63,[ 64.65 -50.14  34.35],400.0,3776377,53,4.0,9,2.622,0.656,62,0.145
743,0.3803749156208914,-0.03387844683336416,10,[-48.48  18.64  -1.31],256.0,1336064,68,1.0,4,1.45,1.45,72,0.056
744,0.5133703945134589,0.5514428154332042,33,[39.39  9.37 63.61],1024.0,4915200,35,2.0,29,1.333,0.666,64,0.453
745,0.7712095245534096,0.8650822058649941,58,[-23.23  23.53 -42.74],1000.0,15728000,64,5.0,36,4.369,0.874,100,0.36
746,0.5756043783610886,0.15312782264687774,24,[-44.44 -11.74 -38.82],256.0,728831,36,2.0,4,0.791,0.396,40,0.1
747,0.1351185257974549,-0.4056353842642241,45,[  6.06 -49.63   1.73],400.0,847200,124,1.0,2,0.588,0.588,126,0.016
748,0.7696802556916054,0.22116243671353186,38,[-27.27  13.54 -50.47],256.0,1305603,68,3.0,14,1.417,0.472,82,0.171
749,0.4303464865160761,0.16552634512351333,43,[-32.32   5.51 -31.86],400.0,3322800,99,3.0,13,2.308,0.769,112,0.116
750,0.5909561623908819,0.3880568651781008,25,[-62.63 -61.88  20.68],256.0,458496,98,1.0,2,0.498,0.498,100,0.02
751,0.01267859291836633,0.06793722878605865,43,[-52.53 -19.   -14.21],400.0,3322800,99,3.0,13,2.308,0.769,112,0.116
752,0.5764701706339497,0.5385281555324197,16,[ 16.16  76.04 -15.87],256.0,1010176,118,2.0,7,1.096,0.548,125,0.056
753,0.6267641737952191,0.5228487316611766,13,[ 38.38 -33.41  51.56],256.0,2512896,44,4.0,79,2.727,0.682,123,0.642
754,0.5748298910862787,0.4317263310245538,12,[-28.28 -56.27  54.71],256.0,1371136,78,2.0,6,1.488,0.744,84,0.071
755,0.4018431742490709,0.7500145912039919,58,[53.54 26.98 -3.21],1000.0,15728000,64,5.0,36,4.369,0.874,100,0.36
756,0.1806120834738556,0.6948050273307885,29,[ 61.62 -65.9   40.05],1024.0,4177920,79,2.0,15,1.133,0.566,94,0.16
757,0.7231588305328657,0.19162881231516926,53,[ 59.6  -13.75  50.42],1000.0,4104000,78,1.0,12,1.14,1.14,90,0.133
758,0.5749173661785575,0.4018987503171677,18,[-63.64  -5.66  10.58],256.0,1322752,77,2.0,7,1.435,0.718,84,0.083
759,0.8524250366515433,0.7935496324158772,64,[ 66.67 -24.56  17.2 ],400.0,6599200,38,3.0,10,4.583,1.528,48,0.208
760,0.18849003498756747,0.360925692102241,33,[44.44 42.88 31.65],1024.0,4915200,35,2.0,29,1.333,0.666,64,0.453
761,0.1732210767406147,0.04962074606771357,39,[59.6  -4.12 -0.22],256.0,1382401,40,2.0,48,1.5,0.75,88,0.545
762,0.6700495472011136,0.5658562835342769,27,[-35.35  -6.64 -13.49],512.0,3993600,14,3.0,16,2.167,0.722,30,0.533
763,0.8541603242114194,0.5624792581437932,58,[-41.41  27.7  -43.69],1000.0,15728000,64,5.0,36,4.369,0.874,100,0.36
764,0.4916078785582671,0.5052623946285902,63,[ 47.47 -72.54  49.5 ],400.0,3776377,53,4.0,9,2.622,0.656,62,0.145
765,0.5275404486294313,0.6667891776629987,57,[14.14 44.27 45.87],1000.0,6361000,78,2.0,18,1.767,0.884,96,0.188
766,0.4676618486371349,0.21385193331427035,55,[ 23.23  17.35 -43.1 ],1000.0,14711000,102,4.0,18,4.086,1.022,120,0.15
767,0.05568265905449805,0.04237818968547352,49,[-65.66 -48.13  13.78],500.0,5400000,123,1.0,37,3.0,3.0,160,0.231
768,0.15338207535123866,0.5499564341796352,63,[ 51.52 -12.46 -22.17],400.0,3776377,53,4.0,9,2.622,0.656,62,0.145
769,0.7496061160321915,0.5218989344520866,11,[ 32.32  -3.6  -35.97],256.0,1708544,83,3.0,3,1.854,0.618,86,0.035
770,0.6921743818947005,0.4674621849548608,21,[ 48.48 -40.05  61.01],512.0,527360,58,1.0,27,0.286,0.286,85,0.318
771,0.1775409897199626,0.1537901206249059,38,[-20.2   13.23 -43.34],256.0,1305603,68,3.0,14,1.417,0.472,82,0.171
772,0.6237430053975721,0.3850528975822801,28,[-55.56 -47.    11.67],256.0,1612800,24,3.0,6,1.75,0.583,30,0.2
773,0.2369445550599361,0.40323924895561003,9,[52.53 10.19 46.24],256.0,2132722,80,4.0,24,2.314,0.578,104,0.231
774,0.4459994258867436,0.22133143478735293,23,[ 60.61 -17.2   36.09],256.0,295424,59,1.0,4,0.321,0.321,63,0.063
775,0.1649774338709981,0.16284449547169005,6,[ 21.21   0.77 -41.67],256.0,2483968,105,4.0,23,2.695,0.674,128,0.18
776,0.30517939277060885,0.16416999172709806,39,[-49.49  -5.45 -40.84],256.0,1382401,40,2.0,48,1.5,0.75,88,0.545
777,0.1582475831288756,0.007100224385636219,51,[-48.48  22.7  -23.72],1000.0,6000000,137,1.0,23,1.667,1.667,160,0.144
778,0.2583591819991748,0.2607296825955927,42,[ 48.48  -7.46 -42.15],400.0,1032800,53,1.0,3,0.717,0.717,56,0.054
779,0.7432767271215396,0.23340583709074464,15,[ 33.33 -73.15  40.76],256.0,1582848,91,3.0,3,1.718,0.573,94,0.032
780,0.5741449607663208,0.455222137472178,38,[-67.68   5.61 -10.4 ],256.0,1305603,68,3.0,14,1.417,0.472,82,0.171
781,0.6458881174894261,0.2845979946996149,40,[-63.64 -33.05  43.96],400.0,11744000,41,3.0,21,8.156,2.719,62,0.339
782,0.6025680997758395,0.6530169810596832,18,[-62.63 -13.23  -4.34],256.0,1322752,77,2.0,7,1.435,0.718,84,0.083
783,0.8056292653538455,0.17335736060167156,3,[ 26.26 -30.32 -14.86],250.0,2999442,11,2.0,5,3.333,1.666,16,0.312
784,0.12039693954456675,-0.25753200010738403,51,[25.25 43.34 43.64],1000.0,6000000,137,1.0,23,1.667,1.667,160,0.144
785,0.4530981106925838,0.2717833354420534,49,[-27.27 -23.99 -18.07],500.0,5400000,123,1.0,37,3.0,3.0,160,0.231
786,0.3827640532886911,-0.13763252588815106,66,[-59.6   -1.13 -21.52],512.0,3409920,68,2.0,12,1.85,0.925,80,0.15
787,0.8351926312468891,0.8205571617461476,54,[60.61 31.66  7.11],1000.0,12880000,86,3.0,20,3.578,1.193,106,0.189
788,0.33801488327408985,-0.03288042610467873,51,[54.55 40.26 -0.06],1000.0,6000000,137,1.0,23,1.667,1.667,160,0.144
789,0.2652901432300479,0.10474169213585503,6,[46.46 -4.07 -1.43],256.0,2483968,105,4.0,23,2.695,0.674,128,0.18
790,0.7136188040109114,0.5339864018542164,58,[ 53.54 -78.15  15.46],1000.0,15728000,64,5.0,36,4.369,0.874,100,0.36
791,0.6102719095625264,0.5485081509437829,12,[-49.49 -10.55  26.65],256.0,1371136,78,2.0,6,1.488,0.744,84,0.071
792,0.28207528068150944,-0.15491411584299555,57,[ 15.15  73.36 -25.56],1000.0,6361000,78,2.0,18,1.767,0.884,96,0.188
793,0.3391570439130329,0.0457372670797304,5,[28.28 10.7  57.15],256.0,861349,95,1.0,9,0.935,0.935,104,0.087
794,0.6939076813202942,0.1474783023739363,15,[ 69.7  -25.12   7.38],256.0,1582848,91,3.0,3,1.718,0.573,94,0.032
795,0.5998920343604484,0.4378493932311109,59,[37.37 20.33 50.04],1000.0,14105000,82,4.0,8,3.918,0.98,90,0.089
796,0.5033495859660204,0.4147743638115174,8,[-35.35  19.04  55.42],256.0,1586419,121,2.0,2,1.721,0.86,123,0.016
797,0.2516560384079719,-0.022771835572784508,56,[ 60.61  -9.78 -36.32],1000.0,9938000,101,5.0,9,2.761,0.552,110,0.082
798,0.3142446167328809,0.1312046151675706,6,[ 49.49 -10.35 -23.24],256.0,2483968,105,4.0,23,2.695,0.674,128,0.18
799,0.5768852632118562,-0.07923590684110388,56,[ 73.74 -44.79 -14.51],1000.0,9938000,101,5.0,9,2.761,0.552,110,0.082
800,0.8746432728474147,-0.06271731762662261,56,[ 73.74 -46.8    7.32],1000.0,9938000,101,5.0,9,2.761,0.552,110,0.082
801,0.3761940078827994,-0.18303624494006268,17,[-34.34  43.09 -17.77],256.0,758659,156,1.0,0,0.823,0.823,156,0.0
802,0.7616872608396111,0.02872943941482725,25,[-42.42  12.56 -51.72],256.0,458496,98,1.0,2,0.498,0.498,100,0.02
803,0.5244765499101578,0.425016636902401,43,[ 61.62  -6.02 -27.76],400.0,3322800,99,3.0,13,2.308,0.769,112,0.116
804,0.5721280445420874,0.08439421852135001,14,[ 2.02 -1.8  37.99],256.0,1652585,113,2.0,15,1.793,0.896,128,0.117
805,0.4602748894855279,0.18243341187097006,49,[27.27 65.43 13.25],500.0,5400000,123,1.0,37,3.0,3.0,160,0.231
806,0.23500105390566106,0.4824082963677596,19,[-45.45  -4.74  12.81],256.0,2357248,63,4.0,8,2.558,0.64,71,0.113
807,0.7058461059917901,0.5410375468556295,46,[ 55.56 -70.37  25.67],400.0,5446000,55,4.0,25,3.782,0.946,80,0.312
808,0.07645043639812507,0.6109678251257946,19,[-23.23   0.31 -30.97],256.0,2357248,63,4.0,8,2.558,0.64,71,0.113
809,0.34897528877803163,-0.3793602985831496,45,[-58.59 -17.3  -29.61],400.0,847200,124,1.0,2,0.588,0.588,126,0.016
810,-0.004985004813796132,0.5366920279114984,8,[-41.41  54.88  18.13],256.0,1586419,121,2.0,2,1.721,0.86,123,0.016
811,0.7550439414730261,0.4680398539746445,59,[26.26 60.28 34.74],1000.0,14105000,82,4.0,8,3.918,0.98,90,0.089
812,0.3135992294156331,0.3176281327672613,55,[ 70.71 -25.23  31.32],1000.0,14711000,102,4.0,18,4.086,1.022,120,0.15
813,0.3013924515143166,0.07834494412501529,51,[-26.26  15.29 -43.22],1000.0,6000000,137,1.0,23,1.667,1.667,160,0.144
814,0.4528173870727604,0.23864981297287144,47,[-7.07 27.9  64.59],400.0,4115600,107,3.0,15,2.858,0.953,122,0.123
815,0.3526582566570001,0.3669430094812296,9,[ 49.49  44.02 -15.33],256.0,2132722,80,4.0,24,2.314,0.578,104,0.231
816,0.8574035801946063,0.6885216969629934,46,[-66.67 -16.27 -29.55],400.0,5446000,55,4.0,25,3.782,0.946,80,0.312
817,0.4779485595482397,0.447563419155954,39,[-41.41 -87.1    8.46],256.0,1382401,40,2.0,48,1.5,0.75,88,0.545
818,0.7547100116452716,0.7126795069696255,40,[-73.74 -31.56 -10.17],400.0,11744000,41,3.0,21,8.156,2.719,62,0.339
819,0.6376989211961357,0.11136174350067693,2,[ 33.33  19.31 -16.76],250.0,1358998,43,2.0,53,1.51,0.755,96,0.552
820,0.3972970432033941,0.20753562587624166,20,[ 37.37  18.38 -43.04],256.0,921600,69,1.0,29,1.0,1.0,98,0.296
821,0.4115909231726902,0.6489970318536913,38,[-27.27 -12.3  -25.74],256.0,1305603,68,3.0,14,1.417,0.472,82,0.171
822,0.5311295430688857,0.041920421160241535,17,[-6.06 67.39 15.53],256.0,758659,156,1.0,0,0.823,0.823,156,0.0
823,0.5501726813514201,0.4796054891077684,54,[ 59.6  -66.87  17.15],1000.0,12880000,86,3.0,20,3.578,1.193,106,0.189
824,0.07383635234701852,0.1847584267285398,47,[-64.65 -37.12 -24.79],400.0,4115600,107,3.0,15,2.858,0.953,122,0.123
825,0.1356895428091462,0.5424348638037085,54,[49.49 34.49 -9.93],1000.0,12880000,86,3.0,20,3.578,1.193,106,0.189
826,0.5333254250409667,0.16034746770806696,15,[  18.18 -100.54  -14.16],256.0,1582848,91,3.0,3,1.718,0.573,94,0.032
827,0.9632023552460474,0.4438936496820601,8,[ 1.01 39.64 34.74],256.0,1586419,121,2.0,2,1.721,0.86,123,0.016
828,0.2411051890566316,0.5671350562405209,54,[29.29 61.   19.54],1000.0,12880000,86,3.0,20,3.578,1.193,106,0.189
829,0.44171574876236425,0.17198300279402434,14,[-42.42  -9.68  51.73],256.0,1652585,113,2.0,15,1.793,0.896,128,0.117
830,0.8428967394682372,0.5855581863584336,43,[-41.41 -15.75 -17.6 ],400.0,3322800,99,3.0,13,2.308,0.769,112,0.116
831,0.7282906285095129,0.3710137798576271,36,[-69.7  -18.33  -5.83],256.0,1075200,42,2.0,20,1.167,0.584,62,0.323
832,0.2345007637798491,0.14567435427256914,29,[  33.33 -108.31   -1.36],1024.0,4177920,79,2.0,15,1.133,0.566,94,0.16
833,0.7027620878862045,0.28387642179287603,8,[-53.54   2.73  29.53],256.0,1586419,121,2.0,2,1.721,0.86,123,0.016
834,0.5845139509287058,0.3589492269096639,22,[-64.65 -35.16   1.41],256.0,450047,40,2.0,16,0.488,0.244,56,0.286
835,0.4846728066204992,0.4115018557974465,16,[ 63.64 -29.65  37.61],256.0,1010176,118,2.0,7,1.096,0.548,125,0.056
836,0.7451140197407927,-0.3064880426523995,17,[-44.44  44.94 -12.9 ],256.0,758659,156,1.0,0,0.823,0.823,156,0.0
837,0.5320178404848785,0.05201319066709965,0,[ 49.49 -26.62  17.1 ],200.0,672600,54,2.0,10,0.934,0.467,64,0.156
838,0.03509202751908224,0.3076738820417989,19,[-50.51 -65.38 -15.7 ],256.0,2357248,63,4.0,8,2.558,0.64,71,0.113
839,0.0059596004338155146,0.425685139663664,66,[-44.44  -6.48 -40.9 ],512.0,3409920,68,2.0,12,1.85,0.925,80,0.15
840,0.14474021951167834,-0.3734487359551379,45,[-35.35  -4.37 -41.97],400.0,847200,124,1.0,2,0.588,0.588,126,0.016
841,0.25873172694663504,0.6445610408157038,38,[-64.65 -47.16  14.92],256.0,1305603,68,3.0,14,1.417,0.472,82,0.171
842,0.2978024567896697,-0.1625641682497526,53,[ 23.23 -22.75 -22.77],1000.0,4104000,78,1.0,12,1.14,1.14,90,0.133
843,0.18349322206936586,0.33386087654053803,49,[-25.25 -34.65  77.61],500.0,5400000,123,1.0,37,3.0,3.0,160,0.231
844,0.6039913813087272,0.6059503338000621,15,[39.39 19.82 60.9 ],256.0,1582848,91,3.0,3,1.718,0.573,94,0.032
845,0.6065957636309371,0.11600705604635647,6,[ 40.4  -12.87  53.73],256.0,2483968,105,4.0,23,2.695,0.674,128,0.18
846,0.6134272407551622,0.11141785664671798,62,[ 33.33 -18.74   3.36],400.0,20458800,54,6.0,33,14.208,2.368,87,0.379
847,0.4760124584495434,0.4423040202192345,18,[-54.55 -78.25  -4.13],256.0,1322752,77,2.0,7,1.435,0.718,84,0.083
848,0.5521140114384355,0.3885527893139845,12,[-24.24 -13.64 -18.67],256.0,1371136,78,2.0,6,1.488,0.744,84,0.071
849,0.2691213071469889,0.12174784612016508,49,[ 46.46 -84.43  -4.46],500.0,5400000,123,1.0,37,3.0,3.0,160,0.231
850,0.34522998081005024,0.09920195216711288,14,[-14.14  46.33  24.21],256.0,1652585,113,2.0,15,1.793,0.896,128,0.117
851,0.5556769651845158,-0.11413241078827635,40,[-33.33 -54.88   3.63],400.0,11744000,41,3.0,21,8.156,2.719,62,0.339
852,0.3657410703696489,0.5995276089635121,23,[ 53.54 -41.65  51.13],256.0,295424,59,1.0,4,0.321,0.321,63,0.063
853,0.5201238173223796,0.4207600277773888,18,[ -35.35 -102.34    3.3 ],256.0,1322752,77,2.0,7,1.435,0.718,84,0.083
854,0.9510080230704152,0.9737123324801916,64,[ 35.35 -12.71 -16.23],400.0,6599200,38,3.0,10,4.583,1.528,48,0.208
855,0.5818060494709468,0.5215934586803043,55,[60.61  2.42 -8.2 ],1000.0,14711000,102,4.0,18,4.086,1.022,120,0.15
856,0.7779500882241208,0.542160530207123,52,[ 60.61 -74.9   34.14],1000.0,14400000,82,2.0,16,4.0,2.0,98,0.163
857,0.5811474083037236,0.00892090786920403,25,[-26.26  63.99   0.12],256.0,458496,98,1.0,2,0.498,0.498,100,0.02
858,0.3844274198199969,0.02063083677310032,56,[ 45.45 -92.05   3.85],1000.0,9938000,101,5.0,9,2.761,0.552,110,0.082
859,0.5690675455807191,0.27095830950945937,14,[-40.4   29.81  24.43],256.0,1652585,113,2.0,15,1.793,0.896,128,0.117
860,0.6108670679256015,0.5349398625676554,60,[-65.66 -33.31 -17.42],1000.0,8817000,80,2.0,16,2.449,1.224,96,0.167
861,0.7709017198297319,0.6131426172778048,7,[-47.47  18.58  -0.12],256.0,2722843,54,4.0,10,2.954,0.738,64,0.156
862,0.43589142784189017,0.32652405481507274,45,[-3.03 55.75 43.21],400.0,847200,124,1.0,2,0.588,0.588,126,0.016
863,0.6181051505719438,0.616740565645469,64,[ 60.61 -45.25  40.05],400.0,6599200,38,3.0,10,4.583,1.528,48,0.208
864,0.6365805857347928,0.4116901802168679,50,[ 24.24 -11.27 -25.68],2000.0,12000000,56,1.0,7,1.667,1.667,63,0.111
865,0.6688642379952993,0.5269386811614782,59,[ 69.7  -32.54  33.11],1000.0,14105000,82,4.0,8,3.918,0.98,90,0.089
866,0.4860822303410705,0.34972154405668643,16,[ 0.   66.51 33.98],256.0,1010176,118,2.0,7,1.096,0.548,125,0.056
867,0.6201570211004629,0.4141540835388221,16,[ 2.02 53.64 22.42],256.0,1010176,118,2.0,7,1.096,0.548,125,0.056
868,0.39645391148624215,0.3535139060104886,23,[37.37 27.13 59.11],256.0,295424,59,1.0,4,0.321,0.321,63,0.063
869,0.3979078570446979,0.07085549674998705,45,[-37.37  25.9  -25.92],400.0,847200,124,1.0,2,0.588,0.588,126,0.016
870,0.34886276652047543,0.2819979506995131,43,[ 66.67 -41.13  18.51],400.0,3322800,99,3.0,13,2.308,0.769,112,0.116
871,0.20121717892997865,0.4470770317519443,58,[ 67.68 -34.54 -12.72],1000.0,15728000,64,5.0,36,4.369,0.874,100,0.36
872,0.5687368126551732,0.15025639376121014,51,[ 21.21  37.01 -20.51],1000.0,6000000,137,1.0,23,1.667,1.667,160,0.144
873,0.04204031657372448,0.5192871574455149,57,[ 57.58 -10.3   42.99],1000.0,6361000,78,2.0,18,1.767,0.884,96,0.188
874,0.2546050508421884,0.1819093557628096,38,[-31.31 -40.31 -22.59],256.0,1305603,68,3.0,14,1.417,0.472,82,0.171
875,0.3902449779517844,0.24383270492368425,53,[ 70.71 -48.8    6.13],1000.0,4104000,78,1.0,12,1.14,1.14,90,0.133
876,0.4729316593270115,0.6029431918293056,8,[-54.55   2.52  12.1 ],256.0,1586419,121,2.0,2,1.721,0.86,123,0.016
877,0.08399307463119914,0.1194460311925793,19,[-50.51 -30.32   8.19],256.0,2357248,63,4.0,8,2.558,0.64,71,0.113
878,0.6768670426564699,0.2801380501188582,17,[-36.36 -32.74  59.21],256.0,758659,156,1.0,0,0.823,0.823,156,0.0
879,0.7934100177856911,0.7266001310470983,64,[-57.58  16.58  -1.43],400.0,6599200,38,3.0,10,4.583,1.528,48,0.208
880,0.28919081227072624,0.0008055270304191184,26,[  1.01  -2.06 -23.96],512.0,3686400,30,2.0,11,2.0,1.0,41,0.268
881,0.5903149181654188,0.4351819770128782,59,[45.45 18.68 41.25],1000.0,14105000,82,4.0,8,3.918,0.98,90,0.089
882,0.5111904716439428,0.15145875215574273,20,[ 67.68 -26.98   2.93],256.0,921600,69,1.0,29,1.0,1.0,98,0.296
883,0.5734218215969615,0.33028281806295084,13,[ 34.34 -14.78  50.37],256.0,2512896,44,4.0,79,2.727,0.682,123,0.642
884,0.5125415569087122,0.5312135779111289,23,[32.32 17.55 65.13],256.0,295424,59,1.0,4,0.321,0.321,63,0.063
885,0.3560934115627507,0.03313490996679674,43,[-45.45  -7.46 -42.15],400.0,3322800,99,3.0,13,2.308,0.769,112,0.116
886,0.3643795917426078,0.566959873633393,54,[ 27.27 -20.69 -22.65],1000.0,12880000,86,3.0,20,3.578,1.193,106,0.189
887,0.4598696385709339,-0.3865354243707293,10,[-31.31  21.26 -14.27],256.0,1336064,68,1.0,4,1.45,1.45,72,0.056
888,0.48199379640053897,0.2990077710231893,5,[ 59.6  -17.5   20.84],256.0,861349,95,1.0,9,0.935,0.935,104,0.087
889,0.6819348891418928,-0.06991219611647538,18,[-36.36 -28.62 -30.26],256.0,1322752,77,2.0,7,1.435,0.718,84,0.083
890,0.7191923438577316,0.6332589209011551,43,[45.45 -2.89 60.79],400.0,3322800,99,3.0,13,2.308,0.769,112,0.116
891,0.06448695141073932,0.3172219330492286,60,[-65.66 -59.41  12.1 ],1000.0,8817000,80,2.0,16,2.449,1.224,96,0.167
892,0.4087882564553608,0.2791106217179196,49,[  4.04  46.59 -27.1 ],500.0,5400000,123,1.0,37,3.0,3.0,160,0.231
893,0.5056831630552934,0.16228509154956286,6,[ 60.61 -28.21   7.22],256.0,2483968,105,4.0,23,2.695,0.674,128,0.18
894,0.2039506371067522,0.2298453299747841,63,[ 20.2  -48.65 -20.69],400.0,3776377,53,4.0,9,2.622,0.656,62,0.145
895,0.6033845056824033,0.22503486578552145,8,[-49.49  27.33  33.  ],256.0,1586419,121,2.0,2,1.721,0.86,123,0.016
896,0.3859547408062354,0.07824397079452355,49,[-60.61 -30.83 -26.81],500.0,5400000,123,1.0,37,3.0,3.0,160,0.231
897,0.16939152562594914,0.09865864652547322,51,[-10.1   75.62  -6.36],1000.0,6000000,137,1.0,23,1.667,1.667,160,0.144
898,0.5195804129106547,0.2806594446461553,50,[ 32.32 -19.77 -20.21],2000.0,12000000,56,1.0,7,1.667,1.667,63,0.111
899,0.0012569427855645616,0.2664335095681704,60,[-52.53 -35.93 -28.3 ],1000.0,8817000,80,2.0,16,2.449,1.224,96,0.167
900,0.20813632257985532,0.5156526290456471,60,[ 69.7  -14.67 -18.73],1000.0,8817000,80,2.0,16,2.449,1.224,96,0.167
901,0.6663430286487799,0.27355290368479024,36,[-62.63   7.05   3.64],256.0,1075200,42,2.0,20,1.167,0.584,62,0.323
902,0.4433615527404243,0.3384995797135156,16,[ 38.38 -34.19  67.84],256.0,1010176,118,2.0,7,1.096,0.548,125,0.056
903,0.061323673945063474,0.1065763592693935,0,[ 54.55 -29.55  -8.86],200.0,672600,54,2.0,10,0.934,0.467,64,0.156
904,0.6564081072350372,0.7604054157353057,2,[-55.56   9.01 -17.36],250.0,1358998,43,2.0,53,1.51,0.755,96,0.552
905,0.6224227837963283,0.3962785725412085,8,[-40.4    2.57  54.55],256.0,1586419,121,2.0,2,1.721,0.86,123,0.016
906,0.5837551603355979,0.32121923175530176,37,[-56.57  32.38  13.68],256.0,2611201,45,5.0,39,2.833,0.567,84,0.464
907,0.6414203272332196,0.7022488763389607,15,[  1.01 -41.91  56.55],256.0,1582848,91,3.0,3,1.718,0.573,94,0.032
908,0.13733813309492365,0.2873512439646597,50,[55.56 34.9   4.02],2000.0,12000000,56,1.0,7,1.667,1.667,63,0.111
909,0.3077695540483717,0.13654724456242334,33,[59.6   3.55 33.92],1024.0,4915200,35,2.0,29,1.333,0.666,64,0.453
910,0.3734887686227391,0.21895097744642328,16,[57.58 -5.66 32.35],256.0,1010176,118,2.0,7,1.096,0.548,125,0.056
911,0.6173841885687407,0.4883819671587415,8,[-26.26  -7.21  64.92],256.0,1586419,121,2.0,2,1.721,0.86,123,0.016
912,0.1465784259167677,0.2437516391775003,60,[-24.24 -47.82 -15.88],1000.0,8817000,80,2.0,16,2.449,1.224,96,0.167
913,0.4680913340024857,0.3373661150927626,11,[ 51.52 -60.59  15.3 ],256.0,1708544,83,3.0,3,1.854,0.618,86,0.035
914,0.7111654318982249,0.2719779109456445,2,[40.4  23.89 -3.39],250.0,1358998,43,2.0,53,1.51,0.755,96,0.552
915,0.5297390155901621,0.372461071525099,12,[-21.21  17.76 -28.77],256.0,1371136,78,2.0,6,1.488,0.744,84,0.071
916,0.4558871102174981,0.5090410910172541,38,[-67.68 -12.15  -5.47],256.0,1305603,68,3.0,14,1.417,0.472,82,0.171
917,0.5556909730634738,0.6067023285544529,15,[ 20.2  -99.15   1.3 ],256.0,1582848,91,3.0,3,1.718,0.573,94,0.032
918,0.2318040893676286,-0.2219768353902364,10,[-47.47  36.96   4.13],256.0,1336064,68,1.0,4,1.45,1.45,72,0.056
919,0.4526000139114452,0.648106302388073,55,[-26.26 -27.75 -26.63],1000.0,14711000,102,4.0,18,4.086,1.022,120,0.15
920,0.3359863757325856,0.12054717334155465,66,[-53.54 -11.43 -22.11],512.0,3409920,68,2.0,12,1.85,0.925,80,0.15
921,-0.01803815265607832,0.3040491394916281,57,[21.21 19.92 58.73],1000.0,6361000,78,2.0,18,1.767,0.884,96,0.188
922,0.6749213905925684,0.5082036064062747,7,[-42.42 -55.7  -24.67],256.0,2722843,54,4.0,10,2.954,0.738,64,0.156
923,0.4583139586290607,0.4509722982489128,9,[ 40.4   56.37 -14.62],256.0,2132722,80,4.0,24,2.314,0.578,104,0.231
924,0.7253441447499273,0.17130721582742184,53,[60.61  6.28 -2.02],1000.0,4104000,78,1.0,12,1.14,1.14,90,0.133
925,0.7234200911957079,0.2580073963280156,49,[-4.04 63.58 30.56],500.0,5400000,123,1.0,37,3.0,3.0,160,0.231
926,-0.0015026033257492515,-0.11148237926416553,43,[-52.53 -22.08 -14.39],400.0,3322800,99,3.0,13,2.308,0.769,112,0.116
927,0.08945203257297148,0.5019342840349229,17,[-40.4  -17.76 -42.74],256.0,758659,156,1.0,0,0.823,0.823,156,0.0
928,0.7624198876513519,0.5432278025514159,25,[-53.54  -8.75  53.95],256.0,458496,98,1.0,2,0.498,0.498,100,0.02
929,0.560158267871624,0.12923300327612047,14,[  2.02 -51.53  41.9 ],256.0,1652585,113,2.0,15,1.793,0.896,128,0.117
930,0.673601751557694,0.5524746029859005,39,[-38.38  16.48 -46.72],256.0,1382401,40,2.0,48,1.5,0.75,88,0.545
931,0.8676354353208225,0.02177214722361728,25,[-68.69 -37.48  28.49],256.0,458496,98,1.0,2,0.498,0.498,100,0.02
932,0.26577853964867915,0.0042966605250449605,5,[ 44.44 -29.81 -26.75],256.0,861349,95,1.0,9,0.935,0.935,104,0.087
933,0.8057286494509195,0.4573397465783024,21,[ 55.56 -39.64  52.32],512.0,527360,58,1.0,27,0.286,0.286,85,0.318
934,0.521979076904549,0.39774309446618056,8,[-47.47   8.65 -32.87],256.0,1586419,121,2.0,2,1.721,0.86,123,0.016
935,0.7454176448363933,0.11278915468276345,8,[-2.02 50.19 51.62],256.0,1586419,121,2.0,2,1.721,0.86,123,0.016
936,0.8154928706984277,0.5002343958647107,22,[-61.62 -44.48  23.77],256.0,450047,40,2.0,16,0.488,0.244,56,0.286
937,0.5564752399112105,0.027137756009335715,42,[-43.43  -1.34 -40.6 ],400.0,1032800,53,1.0,3,0.717,0.717,56,0.054
938,0.7611183552612745,0.1414507569861094,17,[-16.16  33.   -23.12],256.0,758659,156,1.0,0,0.823,0.823,156,0.0
939,0.7216189958469074,0.4499101420556501,11,[ 25.25  10.14 -19.68],256.0,1708544,83,3.0,3,1.854,0.618,86,0.035
940,0.3741826948254014,-0.6951191475590005,45,[-59.6  -65.95  -2.39],400.0,847200,124,1.0,2,0.588,0.588,126,0.016
